,a,about,above,across,after,afterwards,again,against,all,almost,alone,along,already,also,although,always,am,among,amongst,amount,an,and,another,any,anyhow,anyone,anything,anyway,anywhere,are,around,as,at,back,be,became,because,become,becomes,becoming,been,before,behind,being,below,beside,besides,between,beyond,both,bottom,but,by,ca,call,can,could,did,do,does,doing,done,down,due,during,each,eight,either,eleven,else,elsewhere,empty,enough,even,ever,every,everyone,everything,everywhere,except,few,fifteen,fifty,first,five,for,former,formerly,forty,four,from,front,full,further,get,give,go,had,has,have,he,hence,her,here,hereafter,hereby,hers,herself,him,himself,his,how,however,hundred,i,if,in,indeed,into,is,it,its,itself,just,keep,last,latter,least,less,made,make,many,may,me,meanwhile,might,mine,more,moreover,most,mostly,move,much,must,my,myself,name,neither,never,nevertheless,next,nine,no,nobody,none,nor,not,nothing,now,nowhere,of,off,often,on,once,one,only,onto,or,other,others,otherwise,our,ours,ourselves,out,over,own,part,per,perhaps,please,put,quite,rather,re,really,regarding,same,say,see,seem,seemed,seeming,seems,serious,several,she,should,show,side,since,six,sixty,so,some,somehow,someone,something,sometime,sometimes,somewhere,still,such,take,ten,than,that,the,their,them,themselves,then,there,thereafter,thereby,therefore,therein,thereupon,these,they,third,this,those,though,three,through,throughout,thus,to,together,too,top,toward,towards,twelve,twenty,two,under,unless,until,up,upon,us,used,using,various,very,was,we,well,were,what,whatever,when,whence,whenever,where,whereas,wherein,whereupon,wherever,whether,which,while,whither,who,whoever,whole,whom,whose,why,will,with,within,without,would,yet,you,your,yours,yourself,yourselves,tbook,author
1574,34,1,0,0,6,0,2,1,12,0,0,3,1,1,0,0,1,0,0,0,3,57,2,4,0,0,0,1,0,4,0,17,11,5,7,0,0,0,0,0,2,8,1,0,1,2,0,0,0,4,0,11,4,1,0,3,1,5,7,1,1,0,5,0,0,2,1,0,0,1,0,0,4,1,1,0,0,1,0,0,2,0,1,4,1,9,0,0,0,1,10,0,0,0,1,3,5,12,2,8,24,0,15,3,0,0,0,1,8,1,21,3,0,2,23,1,14,0,10,6,20,2,0,4,0,0,0,0,0,2,2,1,1,2,0,1,0,1,0,2,0,0,0,0,5,0,0,0,3,0,0,0,3,0,0,1,8,0,5,0,44,8,0,12,1,10,3,0,3,3,0,0,2,0,0,10,6,3,0,0,1,0,1,0,0,0,1,0,3,1,3,0,0,0,0,0,1,8,0,1,0,1,0,0,2,1,0,0,0,0,0,0,2,3,0,0,3,13,138,3,4,0,2,3,0,0,0,0,0,1,5,0,9,0,3,0,1,0,0,45,0,4,1,5,0,0,0,1,0,0,0,10,0,2,0,0,0,1,17,9,3,7,9,0,5,0,0,6,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,13,0,3,7,1,26,5,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1575,36,4,0,1,7,1,3,1,13,2,0,0,2,1,0,0,1,0,0,0,2,53,1,2,0,1,0,0,0,8,0,11,16,7,3,1,0,0,0,0,2,3,2,0,0,1,0,1,0,1,0,10,11,0,0,1,8,3,7,1,1,0,3,0,0,2,0,0,0,0,1,0,3,4,2,1,0,0,0,2,0,0,0,2,0,12,0,0,0,0,3,0,0,0,1,1,4,11,2,4,22,0,6,3,0,1,0,4,5,3,15,7,0,0,27,5,30,1,5,11,19,2,1,2,1,0,0,0,0,2,2,1,0,3,0,1,0,2,0,0,0,0,0,3,3,2,0,1,6,0,2,0,8,0,0,0,12,0,8,0,45,2,0,22,1,4,2,0,8,1,2,0,4,0,0,6,8,1,1,0,0,0,1,1,2,0,0,0,0,1,2,1,0,0,0,0,2,10,0,1,2,2,0,0,7,0,0,1,0,0,0,0,2,2,1,0,0,7,132,5,6,0,2,1,0,0,0,0,0,1,6,0,11,1,1,2,3,0,0,43,1,1,2,2,0,1,0,5,1,0,0,7,1,2,0,0,0,2,14,10,4,2,5,0,4,0,0,3,0,0,0,0,0,0,0,0,6,1,1,1,0,0,4,12,0,3,5,0,17,3,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1576,40,2,1,1,5,0,0,0,9,0,1,2,2,2,0,0,1,0,0,0,4,57,0,5,0,1,1,0,0,11,1,16,9,4,9,1,1,1,0,0,1,5,0,1,0,4,0,2,0,1,0,11,6,0,0,3,1,1,13,2,0,1,4,0,0,3,1,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,1,1,12,0,0,0,1,4,0,0,1,0,1,3,16,0,6,19,0,15,4,0,0,0,1,9,0,24,5,0,2,15,7,18,0,8,7,12,0,0,3,0,2,0,0,0,2,1,2,1,5,0,0,0,4,0,0,0,1,1,2,4,1,0,0,1,1,1,0,7,1,1,0,9,0,7,0,31,2,0,15,1,5,4,0,4,4,1,0,1,0,0,7,7,2,1,0,0,1,0,1,0,0,2,0,1,1,1,0,0,0,0,0,1,9,0,0,0,0,0,1,6,2,1,1,2,0,0,0,3,1,2,0,3,6,168,3,4,1,3,3,0,0,0,0,0,1,7,0,8,2,1,1,3,0,0,46,0,1,1,2,0,0,0,3,2,0,0,10,0,3,2,0,0,3,16,6,0,4,4,1,3,0,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,3,9,15,1,2,7,1,13,2,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1577,31,6,0,0,5,0,1,0,7,0,0,2,0,0,0,0,1,0,0,0,2,64,1,4,0,0,3,0,0,9,1,8,17,3,9,0,1,0,0,0,6,9,1,1,2,2,0,0,0,2,0,12,9,0,0,3,5,2,8,1,0,1,6,0,0,1,0,0,0,0,0,0,0,5,3,0,0,0,0,1,0,0,0,1,1,7,0,0,0,0,7,0,1,0,0,0,2,8,0,5,25,0,17,3,0,0,0,3,11,0,27,5,0,0,17,8,26,1,7,7,14,0,0,5,1,1,0,0,0,2,0,1,0,3,0,0,0,0,0,2,0,0,1,0,6,0,1,1,0,0,0,1,1,1,0,1,4,0,5,0,40,7,0,11,0,6,2,0,2,3,3,0,1,0,0,10,7,1,0,0,1,0,0,2,2,0,0,0,1,2,2,0,2,0,0,0,0,7,0,0,1,0,1,0,4,1,0,1,2,0,0,1,1,1,5,0,2,16,121,5,6,0,7,5,0,0,0,0,0,0,9,0,8,0,0,1,0,0,0,67,1,0,1,0,0,0,1,2,3,0,0,7,0,2,0,0,0,3,13,11,3,4,5,0,4,0,0,3,0,0,0,0,0,2,1,0,2,0,2,0,0,3,1,25,0,1,5,0,19,3,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1578,39,3,0,0,3,0,3,1,5,3,1,2,2,0,0,1,0,1,0,0,6,60,0,2,0,0,2,0,0,2,0,15,9,6,8,0,0,0,0,0,2,5,2,1,0,0,0,2,0,1,0,7,5,2,1,2,1,3,8,0,0,1,8,0,0,0,0,0,0,1,0,0,1,3,2,3,1,0,0,0,1,0,0,2,1,8,0,0,0,0,6,0,0,1,0,1,2,11,3,4,23,0,10,2,0,0,0,2,5,2,21,2,0,0,21,8,24,0,8,11,19,2,0,4,3,0,0,2,1,0,1,0,0,3,0,1,0,2,0,1,0,0,0,0,10,0,1,1,3,0,0,0,7,0,0,1,11,2,4,0,40,5,0,9,1,10,3,0,9,3,1,0,1,0,0,5,1,2,0,0,0,0,0,1,1,0,0,0,1,2,0,0,2,0,0,0,0,12,0,0,0,1,1,0,11,3,1,0,2,0,1,0,3,0,2,1,4,14,134,7,6,0,3,2,0,0,0,0,0,2,9,0,8,2,1,0,4,0,0,41,0,2,1,1,0,0,0,3,1,1,1,3,1,2,0,0,0,2,26,7,2,4,3,0,4,0,0,3,0,0,0,0,0,1,2,0,2,1,4,0,0,3,3,15,0,2,3,0,26,4,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1579,36,2,0,1,0,0,0,0,13,1,1,1,2,0,0,0,2,0,0,0,4,52,0,2,0,0,0,0,0,5,0,11,11,4,3,0,1,3,0,0,1,0,0,1,2,1,0,0,0,4,0,13,5,2,0,2,5,6,10,0,0,3,8,0,0,1,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,1,2,16,1,0,0,0,12,0,1,0,0,2,1,10,1,6,20,0,14,2,0,0,0,1,6,1,24,6,0,0,20,3,20,0,6,3,24,2,1,3,2,1,0,1,0,1,2,0,1,7,0,1,0,2,0,0,0,1,0,0,6,1,0,0,3,0,1,0,4,0,0,0,8,1,5,0,39,3,0,15,0,8,3,0,3,4,1,0,0,0,1,8,7,0,0,0,1,0,1,5,0,0,1,1,1,1,3,2,0,0,0,0,1,13,2,0,1,1,0,0,4,0,0,1,0,0,0,0,4,0,1,1,3,15,143,6,4,1,4,2,0,0,0,0,0,2,10,0,3,3,1,0,2,0,0,56,0,3,2,0,0,0,1,1,2,0,1,6,0,2,0,0,0,0,13,12,3,5,7,1,1,0,0,1,0,0,0,1,0,0,2,0,1,0,1,1,0,1,4,9,0,1,12,0,23,4,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1580,31,1,1,0,4,0,0,0,8,3,0,0,2,2,0,0,1,0,0,0,3,49,0,2,0,2,0,0,1,7,0,18,17,5,6,0,3,1,0,0,5,3,3,0,0,1,0,0,0,1,0,12,4,0,0,4,3,5,3,0,0,0,4,0,0,2,0,0,0,0,0,0,1,4,2,0,0,1,1,0,2,0,0,3,1,11,0,0,0,1,12,0,0,0,0,3,4,7,2,12,18,0,18,3,0,0,0,2,6,2,19,3,1,0,16,5,19,0,2,7,14,4,0,4,1,2,0,0,1,1,2,1,0,10,0,2,0,3,0,0,0,0,0,3,5,1,0,0,1,0,1,1,6,0,0,0,9,5,7,0,42,6,1,15,1,7,0,0,3,4,1,0,2,0,0,5,2,2,1,0,1,1,0,1,1,0,0,1,0,1,5,0,0,0,0,0,0,7,0,0,2,1,0,0,5,2,1,0,0,0,0,1,0,1,0,0,5,15,135,7,7,0,4,5,0,0,1,0,0,1,8,1,9,1,2,0,2,0,0,46,0,3,1,2,0,0,0,3,3,0,0,12,0,5,1,0,0,1,19,7,3,2,3,0,5,0,0,0,0,0,0,1,0,3,2,0,4,1,1,0,0,4,6,16,0,0,4,1,22,4,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1581,34,4,0,0,2,0,2,0,11,1,1,2,2,0,0,1,2,0,0,0,2,70,0,4,0,1,0,0,0,4,0,15,9,7,11,1,0,1,0,0,3,3,1,1,1,0,0,0,0,5,0,10,1,0,0,1,5,3,10,1,0,1,6,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,1,1,0,0,4,0,17,1,0,0,0,5,0,1,0,0,1,4,14,3,6,24,0,19,6,0,0,0,1,2,1,28,2,1,0,19,1,17,0,6,13,21,3,0,6,0,1,0,0,0,3,0,1,0,7,0,0,0,2,0,1,0,0,1,1,5,0,0,0,1,0,0,1,5,0,0,1,9,1,10,0,36,2,0,12,2,5,0,0,5,1,1,0,2,0,0,10,6,1,1,0,1,0,0,1,0,0,1,0,1,3,2,1,1,0,0,0,2,10,0,0,1,1,1,0,1,1,0,0,0,0,0,1,2,2,3,0,5,11,149,1,5,2,7,4,0,0,0,0,0,1,4,0,7,0,0,1,1,0,0,38,0,3,2,0,0,0,0,3,2,1,2,6,0,3,1,0,0,2,13,12,7,3,2,0,3,0,0,1,0,0,0,0,0,0,1,0,3,1,0,0,0,2,5,11,1,4,7,1,16,4,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1582,39,4,1,2,3,0,1,1,10,3,0,1,4,1,0,0,1,0,0,0,3,62,0,1,0,0,0,0,1,5,2,12,17,8,11,0,0,1,0,0,3,2,1,1,1,0,0,0,2,0,0,7,5,2,0,1,2,1,7,0,1,0,7,0,0,0,2,0,0,0,0,0,2,2,2,0,1,1,0,0,1,0,0,2,0,8,0,0,0,1,10,0,2,1,0,1,3,15,4,3,21,0,6,3,0,0,0,1,10,0,25,3,0,1,18,8,25,0,12,5,9,2,3,7,1,2,0,0,1,2,2,0,0,7,0,3,0,0,0,1,0,0,1,4,4,0,1,0,2,0,0,0,4,0,1,1,8,1,6,0,35,7,0,15,2,2,3,0,5,3,1,0,2,0,0,5,4,1,0,0,0,2,1,1,1,0,1,0,1,0,2,0,2,0,0,0,0,5,2,0,2,1,0,0,9,1,0,2,3,0,1,1,3,0,1,0,1,8,158,3,4,0,7,2,0,0,0,0,0,2,1,0,9,0,0,0,2,0,0,43,0,1,1,1,0,0,0,1,2,0,2,8,0,2,0,0,0,3,14,7,0,8,5,0,6,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,3,2,14,0,2,3,0,28,5,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1583,34,5,0,1,8,0,2,0,13,1,0,1,2,1,0,0,1,0,0,0,8,76,0,3,0,2,1,0,0,5,1,14,12,10,10,0,1,1,0,0,3,3,1,1,1,2,0,1,0,3,0,12,5,0,0,3,5,1,8,1,0,1,5,0,0,0,0,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,2,0,9,0,0,1,0,7,0,0,0,0,2,1,7,1,3,22,0,11,0,0,0,0,0,5,1,23,7,0,1,20,4,20,0,6,6,20,4,1,6,1,0,0,1,0,2,0,0,0,9,0,0,0,2,0,0,0,0,0,0,3,0,1,0,2,0,2,0,9,0,0,0,10,3,8,0,41,2,0,14,2,6,3,0,2,2,2,0,2,0,0,8,3,2,0,0,1,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,8,0,1,0,0,0,0,10,1,0,0,1,0,1,0,2,4,2,0,2,14,128,4,7,1,5,5,0,0,0,0,0,3,6,0,10,2,0,0,3,0,0,40,0,3,1,1,0,0,0,1,1,0,4,8,0,5,1,0,0,2,18,9,3,5,3,0,1,0,0,1,0,0,0,0,1,0,1,0,6,0,0,0,0,1,3,16,0,1,9,0,18,3,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1584,35,0,0,1,3,0,1,0,15,1,0,4,2,0,0,0,1,0,0,0,1,50,0,1,0,0,1,0,0,3,1,12,9,3,6,0,1,1,0,0,2,5,2,0,1,0,0,0,0,2,0,12,7,2,1,1,4,7,6,0,1,2,6,0,0,3,0,0,0,0,0,0,3,1,2,1,0,2,0,1,1,0,0,1,0,12,0,0,1,1,6,2,0,0,0,2,0,10,1,8,19,0,14,3,0,0,0,1,4,2,20,6,0,0,24,4,23,0,6,4,13,0,0,3,3,0,0,0,1,3,2,0,0,2,0,1,0,4,0,2,0,0,0,2,5,1,0,1,1,0,1,0,6,0,0,0,10,0,4,0,45,3,0,12,1,13,3,0,6,2,1,0,1,0,0,3,5,2,0,0,0,1,0,1,2,0,2,0,0,0,3,0,1,0,0,0,0,12,0,0,2,2,0,0,4,3,1,1,0,0,0,1,3,1,3,0,5,13,140,7,5,0,4,3,0,0,0,0,0,1,8,0,8,3,1,1,0,0,0,52,2,3,1,0,0,0,0,2,2,0,1,7,0,6,2,0,0,1,19,6,4,6,4,0,3,0,0,4,0,0,0,0,0,4,2,0,2,1,4,0,1,1,0,12,0,4,6,1,27,5,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1585,31,4,1,1,3,0,0,1,12,3,1,3,1,0,0,0,1,0,0,0,2,51,1,0,0,0,1,0,0,2,1,22,11,3,6,0,0,0,0,0,3,3,1,2,0,4,0,0,0,1,0,11,8,1,0,2,6,3,9,2,1,1,4,0,0,1,0,0,0,0,0,0,3,1,2,2,0,1,0,0,0,0,0,2,0,14,1,0,0,2,8,0,0,0,2,0,4,13,1,6,22,0,17,1,0,0,0,4,8,3,22,4,0,1,14,3,14,3,5,9,19,1,1,4,0,0,0,0,0,1,5,0,1,3,0,1,0,0,0,0,0,2,0,1,10,0,1,2,5,0,1,0,3,0,0,0,6,2,0,0,48,2,0,17,0,3,3,0,4,2,0,0,3,0,0,10,4,4,0,0,1,0,1,0,1,0,0,0,0,2,1,1,0,0,0,0,0,15,2,1,1,1,0,0,4,1,0,1,0,0,0,0,3,0,0,0,1,8,147,8,7,0,9,2,0,0,0,0,0,1,7,0,9,0,3,2,2,0,0,41,0,4,0,4,0,0,1,2,1,0,0,7,1,4,0,0,0,3,13,8,4,1,1,1,2,0,0,3,0,0,0,0,0,2,1,0,4,0,2,0,1,5,7,7,0,6,3,1,27,4,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1586,48,4,1,0,3,0,2,0,18,4,0,0,1,0,0,1,1,0,0,0,0,59,1,0,0,0,0,1,0,13,2,19,14,3,6,0,0,0,0,0,5,3,3,2,1,2,0,1,1,2,0,16,7,1,1,4,1,2,9,2,0,0,5,0,0,2,0,0,0,0,1,0,2,1,2,2,0,0,0,1,1,0,0,5,1,7,0,0,0,1,11,0,1,0,0,0,3,8,3,8,17,0,17,4,0,0,0,1,9,3,21,1,1,1,15,0,21,0,3,2,29,4,1,4,4,0,0,0,1,2,1,0,2,5,0,0,0,2,0,1,0,0,2,1,2,0,0,1,3,1,0,0,3,0,0,1,8,0,7,0,38,4,0,17,0,6,2,0,0,3,1,0,2,0,0,10,6,0,0,0,1,2,0,1,1,0,2,0,1,1,2,0,4,0,0,0,0,12,1,0,0,2,0,0,9,4,1,0,0,0,0,0,0,0,2,0,3,11,135,5,3,0,6,1,0,0,0,0,0,1,8,1,6,1,0,3,1,0,0,37,0,1,0,1,0,0,2,2,2,2,0,5,0,2,0,0,0,1,14,9,4,6,5,0,3,0,0,5,0,0,0,1,0,4,0,0,4,0,2,0,0,3,3,7,0,2,3,0,18,2,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1587,43,5,0,0,1,0,1,3,7,2,0,2,4,1,1,0,2,2,0,0,4,73,0,4,0,0,0,0,0,8,0,16,17,7,5,0,0,0,0,0,4,2,1,0,0,1,1,1,0,1,0,10,4,1,1,3,3,3,9,3,0,1,7,0,0,3,1,0,0,1,0,1,1,6,3,1,0,1,0,0,0,0,0,2,1,16,0,1,0,0,6,0,1,0,1,2,1,7,2,4,25,0,12,4,0,1,0,0,7,4,20,5,0,3,18,4,20,1,5,7,14,1,1,5,0,0,0,1,0,3,1,1,2,2,0,2,0,1,0,1,0,0,0,3,3,0,0,0,1,0,0,1,7,0,0,1,10,1,5,0,30,7,0,10,1,8,1,0,3,2,3,0,0,0,0,4,3,1,0,0,2,0,1,0,1,0,0,0,1,0,4,0,1,0,0,0,1,7,1,0,1,1,0,0,7,3,0,0,0,0,0,0,1,0,2,0,4,15,147,1,2,0,1,2,0,0,0,0,0,2,5,0,8,3,0,1,0,0,0,39,0,1,2,2,0,0,1,2,1,0,1,8,1,6,0,0,0,4,17,12,3,4,5,1,2,0,0,0,0,0,0,0,0,3,1,0,5,0,0,0,0,2,3,17,0,4,7,0,14,4,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1588,38,5,0,0,2,0,2,0,9,0,0,2,1,0,0,0,4,1,0,0,3,58,1,3,0,0,0,0,0,5,1,18,13,4,11,0,2,1,0,0,3,5,1,1,1,3,1,0,0,3,0,12,6,0,0,3,2,2,7,2,0,0,3,0,0,1,0,0,0,1,0,0,1,3,0,1,0,3,0,1,0,0,0,6,0,11,0,0,0,2,9,0,1,1,0,1,3,11,2,9,26,0,14,3,0,0,0,1,9,2,28,2,1,0,17,5,18,1,7,5,17,3,0,3,1,3,0,0,0,2,3,0,0,6,0,1,0,0,0,0,0,1,0,0,5,1,0,0,3,0,0,0,3,0,0,1,9,0,4,0,39,6,0,15,0,6,1,0,2,3,2,0,0,0,0,6,5,2,0,0,0,1,3,0,3,0,1,0,0,1,5,2,0,0,0,0,0,7,0,0,0,1,1,0,6,2,0,0,1,0,0,0,1,0,0,0,5,11,135,6,3,0,5,3,0,0,0,0,0,3,8,0,6,2,0,1,4,0,0,55,1,1,1,1,0,0,0,0,1,0,1,6,0,4,0,0,0,2,20,11,3,5,6,0,1,0,0,1,0,0,0,0,1,1,3,0,5,0,0,0,0,0,3,13,0,4,6,0,17,1,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1589,37,5,0,1,4,0,2,1,9,2,0,1,0,0,0,2,1,0,0,0,2,51,0,1,0,0,0,0,0,7,0,17,14,4,9,1,1,0,0,0,2,2,1,1,0,0,0,0,0,1,0,13,3,0,0,2,1,3,7,2,0,1,9,0,0,2,0,0,0,0,0,0,1,3,2,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,5,0,0,0,2,1,2,8,3,4,24,0,13,4,0,0,0,1,8,0,19,4,0,0,18,4,19,1,10,6,12,2,0,5,1,0,0,0,0,4,0,3,0,6,1,1,0,0,0,1,0,1,5,0,7,1,0,0,3,1,2,0,6,0,0,1,11,2,12,0,31,6,0,17,1,9,0,0,2,3,2,0,2,0,0,5,7,1,0,0,1,0,0,0,0,0,2,1,0,1,0,2,1,0,0,0,0,9,1,1,4,0,1,0,4,3,0,0,2,0,0,0,3,0,3,0,0,11,125,7,3,0,9,1,0,0,0,0,0,1,11,1,9,0,1,0,1,0,0,69,1,0,0,0,0,0,1,5,0,1,0,13,0,5,0,0,0,6,14,9,2,5,3,0,2,0,0,3,0,0,0,0,0,3,0,0,4,0,1,0,0,1,5,15,0,3,7,1,25,2,1,1,0,Ozoplaning_with_the_wizard_of_oz,T
1590,34,3,0,0,2,0,1,0,6,2,0,1,2,1,0,1,3,0,0,0,2,57,1,5,0,0,1,0,0,4,1,18,11,7,8,0,0,0,0,0,2,1,5,0,0,0,0,2,0,3,1,14,9,2,0,1,1,4,6,1,0,4,6,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,12,0,0,0,2,10,1,1,0,1,0,2,9,0,12,27,0,15,3,0,0,0,1,5,1,24,3,0,0,24,4,19,1,3,11,16,2,0,4,2,3,0,0,0,4,0,0,2,3,0,2,0,3,0,1,0,0,4,1,5,0,0,1,2,0,0,0,7,0,0,0,8,0,5,0,41,6,0,13,1,5,0,0,4,3,0,0,1,0,0,2,8,0,1,0,1,0,0,4,2,0,0,0,1,1,2,0,1,0,0,0,0,9,0,0,1,0,0,0,11,1,0,2,0,0,0,0,1,0,0,0,3,10,147,4,1,0,6,2,0,0,0,0,0,3,10,0,7,0,0,1,2,0,0,49,0,7,1,2,0,0,0,1,0,0,0,8,1,2,0,0,0,2,17,10,5,4,5,0,3,0,0,1,0,0,0,0,0,2,1,0,4,0,1,0,0,4,4,12,0,2,3,1,22,3,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1591,35,3,0,1,2,0,1,2,4,1,1,2,2,1,0,0,1,0,0,0,5,62,1,3,0,1,1,0,0,7,1,19,6,4,4,0,3,0,0,0,1,4,0,1,1,0,1,1,0,1,1,9,6,0,0,2,4,4,9,1,0,0,5,0,0,3,1,0,0,1,1,0,2,3,0,1,0,1,0,0,1,0,1,4,0,9,0,0,0,0,7,0,0,1,0,0,2,17,2,4,24,0,17,2,0,0,0,0,9,1,32,2,0,1,12,3,15,0,5,9,12,0,0,9,0,0,0,1,1,3,2,1,0,1,0,1,0,4,0,0,0,0,1,4,6,0,0,0,2,1,2,0,9,0,0,0,6,1,7,0,40,3,0,14,2,8,3,0,1,2,5,0,2,0,0,5,6,3,0,0,0,0,2,2,1,0,2,1,0,1,4,0,0,0,0,0,1,15,0,1,1,0,0,0,4,1,0,0,0,0,0,0,1,1,2,0,0,15,150,3,5,0,3,3,0,0,0,0,0,1,11,0,9,2,0,1,2,0,0,37,0,1,2,1,0,0,1,3,1,0,1,7,0,3,1,0,0,2,15,8,2,4,2,0,5,0,0,2,0,0,0,1,0,2,2,0,5,0,0,0,0,0,6,18,0,2,4,0,25,7,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
1592,29,1,1,0,5,0,1,2,12,1,0,2,1,0,0,1,1,0,0,0,4,55,0,0,0,1,2,0,0,3,1,23,13,8,4,1,0,0,0,0,5,3,0,1,0,1,0,0,1,1,0,8,8,1,0,0,1,1,8,1,0,0,7,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1,0,0,3,0,13,0,0,0,0,9,0,1,0,2,0,0,12,2,9,21,0,19,4,0,0,0,4,6,2,13,3,0,1,26,5,24,2,3,8,10,2,0,5,1,1,0,1,2,1,1,0,0,8,0,2,0,2,0,1,0,0,2,2,5,1,1,0,0,0,1,0,8,0,3,1,8,2,8,0,26,5,0,14,2,10,1,0,1,2,0,0,3,0,0,9,2,0,1,0,1,0,1,1,2,0,1,1,1,0,0,0,1,0,0,0,1,11,1,0,1,1,0,1,7,2,0,3,1,0,0,0,1,2,3,0,0,14,144,4,2,0,5,1,0,0,0,0,0,2,6,0,6,4,0,3,2,0,0,47,0,1,2,3,0,0,0,2,0,0,0,12,0,5,1,0,0,1,13,13,3,7,4,0,3,0,0,0,0,0,0,1,0,0,8,0,7,0,1,0,0,0,5,18,0,2,1,0,24,5,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1593,39,2,0,0,1,0,0,0,6,2,0,2,0,1,0,0,0,0,0,0,1,72,2,2,0,1,0,0,0,6,2,18,9,9,9,0,1,0,0,0,1,7,1,0,1,0,0,0,0,0,0,9,6,2,1,2,7,3,5,5,1,2,3,0,0,1,0,0,0,2,0,0,0,4,0,1,1,2,0,0,0,0,0,1,0,9,0,0,0,1,12,0,0,0,0,1,2,12,2,4,18,0,14,9,0,0,0,2,4,2,20,5,0,1,21,5,19,0,5,8,12,1,0,4,1,1,0,0,1,1,2,2,1,7,0,1,0,2,0,1,0,0,2,2,6,0,1,0,2,0,2,0,7,0,0,1,4,1,7,0,28,5,0,18,0,6,1,0,7,3,1,0,1,0,0,6,4,2,0,0,0,0,1,1,1,0,1,0,1,0,4,1,0,0,0,0,0,13,1,0,0,1,0,0,5,1,1,0,1,0,0,0,2,0,0,0,3,14,151,4,3,0,1,2,0,0,0,0,0,2,7,0,6,3,1,2,1,0,0,39,0,5,1,0,0,0,0,1,4,0,0,8,0,6,0,1,0,1,5,12,4,6,7,0,2,0,0,2,0,0,0,0,0,2,1,0,8,0,1,1,0,3,9,17,0,6,4,1,20,4,0,1,0,Ozoplaning_with_the_wizard_of_oz,T
1594,30,1,2,0,7,0,0,0,13,1,0,2,1,0,0,2,0,0,0,0,4,56,0,3,0,1,1,0,0,6,1,17,17,2,8,0,1,0,0,0,4,1,1,0,0,1,0,3,0,0,0,9,3,1,0,3,3,3,8,0,0,0,8,0,0,2,0,0,0,0,0,0,2,2,1,2,0,1,0,1,1,0,0,3,1,10,0,1,1,0,6,1,0,0,0,1,3,8,1,7,21,0,17,2,0,0,0,3,8,3,20,2,0,1,22,1,22,0,3,6,18,2,1,9,1,1,0,0,3,2,0,0,0,2,0,0,0,2,0,0,0,0,2,2,5,0,0,0,7,0,2,0,2,0,0,1,8,0,4,0,38,5,0,15,0,7,1,0,3,1,3,0,2,0,0,5,4,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,0,0,17,0,0,1,2,1,0,9,0,0,0,1,0,0,0,1,1,4,0,1,10,156,3,8,1,6,2,0,0,0,0,0,1,9,0,7,2,1,2,4,0,0,50,2,2,1,1,0,0,1,2,4,1,1,9,1,1,0,0,0,0,12,7,5,2,7,0,3,0,0,1,0,0,0,1,0,1,4,0,5,0,2,1,0,2,6,15,0,4,6,1,14,0,0,0,0,Ozoplaning_with_the_wizard_of_oz,T
