,a,about,above,across,after,afterwards,again,against,all,almost,alone,along,already,also,although,always,am,among,amongst,amount,an,and,another,any,anyhow,anyone,anything,anyway,anywhere,are,around,as,at,back,be,became,because,become,becomes,becoming,been,before,behind,being,below,beside,besides,between,beyond,both,bottom,but,by,ca,call,can,could,did,do,does,doing,done,down,due,during,each,eight,either,eleven,else,elsewhere,empty,enough,even,ever,every,everyone,everything,everywhere,except,few,fifteen,fifty,first,five,for,former,formerly,forty,four,from,front,full,further,get,give,go,had,has,have,he,hence,her,here,hereafter,hereby,hers,herself,him,himself,his,how,however,hundred,i,if,in,indeed,into,is,it,its,itself,just,keep,last,latter,least,less,made,make,many,may,me,meanwhile,might,mine,more,moreover,most,mostly,move,much,must,my,myself,name,neither,never,nevertheless,next,nine,no,nobody,none,nor,not,nothing,now,nowhere,of,off,often,on,once,one,only,onto,or,other,others,otherwise,our,ours,ourselves,out,over,own,part,per,perhaps,please,put,quite,rather,re,really,regarding,same,say,see,seem,seemed,seeming,seems,serious,several,she,should,show,side,since,six,sixty,so,some,somehow,someone,something,sometime,sometimes,somewhere,still,such,take,ten,than,that,the,their,them,themselves,then,there,thereafter,thereby,therefore,therein,thereupon,these,they,third,this,those,though,three,through,throughout,thus,to,together,too,top,toward,towards,twelve,twenty,two,under,unless,until,up,upon,us,used,using,various,very,was,we,well,were,what,whatever,when,whence,whenever,where,whereas,wherein,whereupon,wherever,whether,which,while,whither,who,whoever,whole,whom,whose,why,will,with,within,without,would,yet,you,your,yours,yourself,yourselves,tbook,author
875,45,4,1,1,1,0,0,1,9,0,0,1,0,0,0,0,4,0,0,0,2,62,1,3,0,0,1,0,0,5,4,22,6,4,5,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,0,17,3,1,1,6,4,2,7,1,0,2,1,0,0,2,0,1,0,1,0,1,1,2,1,3,0,2,0,0,1,0,0,3,1,6,1,0,0,1,3,2,0,0,2,0,3,10,1,8,12,0,19,1,0,1,0,0,0,7,23,5,0,0,29,4,26,2,1,5,16,0,0,2,3,2,0,0,0,2,0,2,2,4,0,1,0,4,0,1,0,0,0,3,6,0,0,1,2,1,0,0,7,0,1,0,7,2,7,0,45,4,0,20,0,3,0,0,8,2,0,0,2,0,0,3,5,1,0,0,2,0,1,0,0,0,0,0,0,1,6,0,1,0,0,0,0,9,1,0,0,3,0,0,9,0,1,1,2,0,0,0,2,0,4,1,2,17,131,3,5,2,6,8,0,0,0,0,0,2,9,1,7,1,0,0,2,0,0,49,1,3,0,1,0,0,0,3,0,0,0,8,1,6,0,0,0,0,14,9,5,3,12,1,3,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,13,0,1,2,0,20,6,0,0,0,Handy_Mandy_in_Oz,T
876,33,4,1,0,0,0,1,0,9,0,0,2,1,0,0,1,1,0,0,0,9,84,1,1,0,1,3,0,0,7,2,13,16,6,7,0,0,1,0,0,2,6,0,0,0,0,1,0,0,1,0,16,6,0,2,5,3,2,9,0,2,0,3,0,0,3,0,0,0,0,0,0,3,0,0,2,0,1,0,0,1,0,0,2,0,12,0,0,0,2,3,0,0,0,2,2,1,10,1,8,14,0,24,2,0,0,0,6,5,4,15,4,0,0,20,5,23,0,3,11,20,1,1,7,0,0,0,0,0,0,1,1,0,3,0,0,0,2,0,2,0,1,1,2,5,1,0,0,1,0,1,1,8,0,0,0,8,1,8,0,39,1,0,12,1,6,1,0,4,1,1,0,2,0,0,7,2,0,0,0,1,0,2,0,0,0,1,0,0,3,2,0,1,0,0,0,1,11,2,1,2,0,0,0,9,4,1,0,1,0,0,0,4,2,1,0,2,16,112,5,3,1,5,2,0,0,0,0,0,2,4,0,7,0,0,1,1,0,0,39,0,1,1,2,0,0,0,4,1,0,0,7,0,7,0,0,0,2,13,7,5,5,9,0,7,0,0,5,0,0,0,0,0,2,0,0,4,0,0,0,0,5,1,13,0,4,6,0,28,6,0,2,0,Handy_Mandy_in_Oz,T
877,47,0,1,0,1,0,1,0,12,1,0,0,2,0,0,0,0,0,0,0,5,63,1,0,0,0,0,0,0,7,1,14,14,3,7,0,0,0,0,0,1,3,0,3,1,1,0,0,0,0,1,14,0,2,1,5,4,3,9,0,1,0,3,0,0,0,0,0,0,0,0,0,2,1,2,1,0,1,0,0,1,1,0,2,1,16,0,0,0,1,7,2,0,0,2,0,2,3,2,8,7,0,25,3,0,0,0,2,4,3,20,7,0,2,24,6,21,1,6,9,19,2,1,6,1,0,0,1,0,2,2,1,1,7,0,0,0,4,0,1,0,1,2,2,7,2,0,0,0,0,2,0,5,0,0,0,7,2,8,0,40,1,0,11,3,5,1,0,4,5,1,0,4,0,0,8,5,2,0,0,1,0,3,2,1,0,0,0,2,0,4,0,0,0,0,0,0,11,2,0,1,2,1,0,6,2,0,0,2,0,0,0,1,2,1,0,2,14,109,3,5,1,7,6,0,0,0,0,0,2,2,0,13,0,1,0,6,0,0,38,0,4,1,0,0,0,0,2,0,0,1,6,0,5,0,0,0,1,9,11,2,4,16,0,4,0,0,1,0,0,0,0,0,2,2,0,4,1,3,0,0,4,2,15,0,1,5,0,29,9,0,0,0,Handy_Mandy_in_Oz,T
878,31,1,1,0,4,0,1,0,9,3,0,0,0,0,0,1,1,0,0,0,5,70,1,4,0,0,1,0,0,5,0,10,14,2,7,0,0,0,0,0,4,2,1,1,2,2,0,1,1,1,0,12,3,0,0,4,1,2,7,1,0,0,2,0,0,0,0,0,0,0,0,0,1,4,1,1,1,0,0,1,0,0,0,3,1,12,0,0,0,1,6,1,0,1,1,0,5,9,0,2,7,0,23,7,0,0,0,1,6,1,19,4,0,1,19,5,25,0,4,11,14,1,0,4,3,0,0,0,0,1,1,2,1,4,0,1,0,0,0,2,0,0,2,2,7,2,0,1,2,0,1,2,4,0,0,2,10,1,5,0,39,3,0,14,1,3,3,0,6,2,0,0,2,0,1,8,8,1,1,0,0,0,1,2,1,0,2,0,2,4,4,0,3,0,1,0,0,12,2,2,0,1,0,0,10,2,0,0,1,0,0,0,6,1,3,1,1,16,131,2,6,0,6,2,0,0,0,0,0,0,5,0,12,3,2,0,3,0,0,47,2,2,1,2,0,0,0,0,2,0,0,4,0,3,1,0,1,1,12,8,8,1,9,1,6,0,0,1,0,0,0,0,0,0,2,0,4,1,0,0,0,1,3,19,0,0,5,0,31,3,0,0,0,Handy_Mandy_in_Oz,T
879,50,5,1,0,4,0,2,0,6,1,0,3,1,1,0,0,0,0,0,0,3,75,0,3,0,1,0,0,0,6,0,15,8,6,9,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,10,6,1,1,3,4,4,11,0,1,2,5,0,0,2,0,0,0,0,0,0,2,3,1,1,0,1,0,1,1,0,0,5,2,7,1,0,1,0,5,0,0,0,4,0,1,11,1,11,12,0,24,3,0,0,0,3,5,3,22,3,0,1,17,6,32,0,5,5,16,1,0,3,2,0,0,0,2,1,1,3,0,5,1,1,0,1,0,0,0,0,5,2,5,0,0,0,2,0,0,1,5,0,0,1,12,1,9,0,31,4,0,10,2,7,1,0,5,4,0,0,3,0,1,3,5,0,0,0,0,1,0,1,1,0,1,0,0,3,3,0,1,0,1,0,1,9,0,0,1,2,0,0,14,2,0,1,0,0,0,0,3,0,2,0,4,10,108,4,3,0,6,4,0,0,0,0,0,1,5,1,9,1,0,1,2,0,0,41,1,2,1,0,0,0,0,1,1,0,0,4,0,5,0,0,0,3,11,17,3,3,14,0,3,0,0,3,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,26,0,1,2,1,27,3,0,1,0,Handy_Mandy_in_Oz,T
880,45,1,0,0,2,0,2,2,5,2,0,1,4,0,0,0,0,0,0,0,5,63,2,1,0,0,2,0,0,8,1,10,9,5,11,0,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,17,5,0,2,5,0,1,12,1,1,1,5,0,1,1,0,1,0,0,0,0,1,2,1,4,0,1,0,0,0,0,0,5,2,17,0,0,0,0,3,0,0,0,4,1,2,7,2,12,5,0,15,5,0,0,0,2,3,6,13,3,0,0,32,8,32,0,4,13,14,1,0,6,1,1,0,1,0,0,0,2,2,4,0,2,1,7,0,1,0,2,1,3,7,0,0,0,2,0,1,0,7,0,1,0,3,1,5,0,47,6,0,17,0,3,0,0,5,1,0,0,3,0,0,11,4,2,3,0,0,0,0,2,0,0,2,0,0,2,2,0,0,0,0,1,0,8,0,1,3,2,1,0,1,0,1,0,0,0,0,0,2,1,2,1,2,10,104,2,7,0,9,3,0,0,0,0,0,1,8,0,12,0,0,0,2,0,0,46,0,3,1,1,0,0,0,7,1,0,0,7,0,5,0,0,0,2,14,7,3,5,5,1,4,0,0,3,0,0,0,0,1,4,2,0,6,0,2,0,1,0,4,16,0,3,5,1,21,5,0,0,0,Handy_Mandy_in_Oz,T
881,45,3,1,0,0,0,2,0,15,1,1,1,1,0,0,2,4,1,0,0,8,68,1,1,0,0,1,0,0,6,0,18,10,1,6,0,0,0,0,0,3,1,2,0,2,0,1,1,0,1,0,12,5,2,0,1,5,2,11,1,0,3,1,0,0,1,0,0,0,0,0,0,1,2,0,2,1,0,0,0,0,0,0,0,2,11,0,0,0,1,6,1,2,0,1,2,0,8,2,6,11,0,26,5,0,0,0,2,5,4,19,2,1,0,28,5,29,0,3,11,12,0,0,4,0,1,0,0,0,3,1,0,1,10,0,1,0,4,0,2,0,0,1,1,7,2,0,0,1,0,0,1,7,0,1,0,3,3,4,0,34,4,0,4,1,1,0,0,6,3,0,0,2,0,3,4,7,2,1,0,1,1,1,3,1,0,2,0,0,4,4,0,4,0,0,0,1,10,0,1,1,0,0,0,11,1,0,0,0,0,0,0,2,1,2,0,5,16,109,3,5,1,4,2,0,0,0,0,0,1,8,0,12,1,0,2,4,0,0,41,0,2,0,0,0,0,0,7,0,0,0,12,0,0,1,0,0,2,12,13,4,1,10,0,5,0,0,4,0,0,0,2,0,1,1,0,4,0,2,0,0,4,4,13,0,2,7,1,21,7,0,0,0,Handy_Mandy_in_Oz,T
882,38,0,1,1,1,0,1,3,13,0,1,2,2,0,0,0,2,0,0,0,3,63,0,0,0,0,0,2,0,6,2,17,16,6,9,0,0,0,0,1,1,2,0,0,0,0,0,1,0,1,1,20,2,1,0,2,4,0,11,1,0,1,5,0,0,3,0,0,0,0,0,0,1,2,0,0,1,2,0,1,1,0,0,0,3,8,1,0,0,4,6,0,0,0,2,1,3,15,2,2,6,0,26,4,0,0,0,2,4,5,19,3,0,1,22,7,37,2,1,6,18,2,2,7,2,1,0,0,1,1,1,1,0,5,0,2,0,3,0,1,0,0,3,1,13,0,0,0,0,0,2,1,6,0,0,0,5,2,4,0,36,0,0,21,1,6,0,0,6,3,0,0,1,0,2,5,4,1,0,0,0,0,2,2,0,0,1,0,1,0,4,0,2,0,0,0,0,4,0,0,0,0,0,0,5,2,0,0,2,0,0,0,4,2,3,0,3,13,116,7,8,0,2,6,0,0,0,0,0,2,5,0,13,2,1,0,1,0,0,35,1,4,1,3,0,0,0,2,1,0,0,7,0,5,0,0,0,2,13,11,4,3,12,0,0,0,0,5,0,0,0,0,0,0,3,0,3,0,2,0,0,3,5,18,0,1,3,0,18,6,0,0,0,Handy_Mandy_in_Oz,T
883,39,1,0,0,4,0,2,1,12,1,0,1,0,0,0,1,3,0,0,0,7,62,2,0,0,1,3,0,0,10,0,21,9,2,7,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,0,13,5,0,1,6,3,1,9,1,0,1,6,0,0,2,0,0,0,0,0,0,0,2,3,2,1,3,0,0,0,0,0,0,0,9,0,0,0,0,8,0,2,0,2,1,3,9,2,9,12,0,20,4,0,0,0,2,5,3,20,3,0,0,27,5,19,0,9,14,17,1,1,7,2,0,0,0,1,5,0,1,1,4,0,0,0,3,0,2,0,0,2,2,12,1,1,0,5,0,1,0,3,0,0,0,9,3,6,0,42,2,0,12,3,3,1,0,6,0,0,0,1,0,0,2,2,2,0,0,0,0,1,1,1,0,0,0,0,3,2,0,0,0,1,1,1,10,1,1,1,0,0,0,10,2,0,0,4,0,0,0,6,1,5,0,2,10,124,9,6,0,4,6,0,0,0,0,0,1,5,1,15,0,0,1,3,0,0,37,1,0,0,1,0,0,0,2,0,0,0,8,1,2,2,0,0,0,12,14,4,6,8,1,3,0,0,1,0,0,0,0,0,0,3,0,5,0,0,0,0,1,1,17,0,2,4,0,13,3,0,1,0,Handy_Mandy_in_Oz,T
884,43,3,0,1,2,0,1,3,5,1,0,3,1,0,0,0,1,0,0,0,7,63,2,0,0,1,1,0,0,3,0,16,15,5,7,0,1,0,0,0,3,4,1,0,1,1,1,0,1,0,1,14,3,0,1,9,1,1,6,2,1,0,5,0,1,0,0,0,0,0,0,0,3,2,2,1,1,0,0,0,1,0,0,6,2,16,0,0,0,0,9,0,1,0,0,1,3,9,2,8,16,0,22,9,0,0,0,5,2,4,14,5,0,0,21,5,39,0,8,5,23,1,0,3,4,1,0,3,0,0,0,1,0,1,0,1,1,1,0,1,0,0,1,2,8,1,0,2,1,0,0,0,7,1,0,0,11,0,7,0,36,4,0,3,2,3,0,0,8,4,0,0,2,0,0,9,1,1,0,0,1,1,1,1,1,0,0,0,0,5,4,0,1,0,0,0,0,10,4,0,0,0,0,0,11,1,0,1,2,0,0,0,1,1,0,0,4,11,119,3,5,0,5,8,0,0,0,0,0,3,1,0,5,0,2,2,2,0,0,46,1,2,0,1,0,0,0,3,1,0,0,3,2,3,2,0,0,1,14,8,7,4,12,1,0,0,0,3,0,0,0,0,0,0,1,0,5,0,1,0,0,2,1,10,0,2,5,0,18,5,1,0,0,Handy_Mandy_in_Oz,T
885,44,2,1,3,3,0,2,0,7,1,1,1,1,1,0,1,2,0,0,0,5,62,2,0,0,0,0,0,0,6,0,13,14,5,6,0,1,0,0,0,1,2,0,0,1,2,2,0,0,0,0,17,5,1,1,7,1,5,5,1,1,0,5,0,0,2,0,0,0,0,0,0,0,3,2,2,0,1,0,2,2,0,0,0,2,15,0,0,0,0,7,0,0,0,4,2,3,9,3,5,14,0,13,4,0,0,0,1,3,4,17,3,0,0,34,3,24,0,5,8,14,1,0,6,2,1,0,0,0,0,0,1,0,5,0,4,0,2,0,0,0,1,1,2,18,1,0,1,1,0,1,0,3,0,0,2,3,2,3,0,33,1,0,13,3,8,0,0,7,2,1,0,3,0,0,12,0,3,0,0,0,0,3,2,0,0,2,0,1,1,2,0,1,0,0,0,0,10,0,2,1,3,0,1,3,3,0,0,1,0,0,0,3,0,2,0,2,11,131,2,3,0,7,6,0,0,0,0,0,1,5,0,8,2,1,0,2,0,0,58,0,0,0,2,0,0,1,5,1,0,1,6,0,2,0,0,0,5,13,7,2,3,7,0,4,0,0,2,0,0,0,0,0,1,2,0,7,0,1,0,0,0,3,20,0,2,4,0,19,1,0,0,0,Handy_Mandy_in_Oz,T
886,47,0,0,0,2,0,3,0,15,1,1,2,1,0,0,1,0,0,0,0,6,66,1,1,0,0,2,0,0,7,1,15,10,3,8,0,0,0,0,0,2,1,0,1,0,2,0,0,0,0,0,19,4,2,0,5,3,3,5,0,0,0,4,0,0,2,0,2,1,0,0,0,0,1,2,1,1,1,0,0,0,0,0,2,0,11,0,0,0,0,6,0,0,1,1,1,2,12,2,7,13,0,29,2,0,0,0,1,4,0,20,4,0,0,14,4,23,0,6,8,22,0,1,1,0,1,0,0,0,1,2,2,0,6,1,1,0,3,0,2,0,1,4,3,7,1,0,0,3,0,2,0,3,0,0,0,7,5,3,0,37,1,0,15,2,9,3,0,5,1,1,0,1,0,1,4,3,1,0,0,1,1,4,3,1,0,1,0,1,4,2,0,3,0,1,0,0,8,2,0,1,2,1,0,1,1,1,2,0,0,0,0,5,2,6,0,2,12,120,4,8,1,5,8,0,0,0,0,0,0,6,0,8,2,1,0,2,0,0,40,4,0,0,0,0,0,0,5,0,0,0,8,0,2,0,0,0,3,9,10,5,2,10,1,3,0,0,2,0,0,0,0,0,0,0,0,9,1,0,0,0,1,1,17,0,1,6,0,30,3,0,0,0,Handy_Mandy_in_Oz,T
887,44,3,0,1,6,0,0,0,7,1,0,2,0,0,0,0,1,0,0,0,3,66,1,2,0,2,0,0,0,6,1,13,18,3,6,0,1,0,0,0,0,0,0,0,1,2,2,0,0,0,0,9,6,1,2,6,5,2,10,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,2,1,22,0,0,0,0,12,0,1,0,2,3,3,10,3,2,13,0,13,2,0,0,0,2,4,5,24,3,0,0,26,2,15,0,4,7,13,0,0,1,2,0,0,0,0,2,2,0,0,2,0,1,0,3,0,1,0,0,1,1,7,1,1,0,5,0,0,0,2,0,0,0,13,2,7,0,43,7,0,13,2,4,3,0,7,1,0,0,2,0,0,11,4,2,1,0,0,0,0,1,1,0,2,0,0,4,2,0,3,0,1,0,0,8,1,3,2,1,0,0,8,1,0,0,2,0,0,0,1,0,1,1,4,16,114,4,8,1,4,3,0,0,0,0,0,3,11,0,12,0,2,3,2,0,0,44,0,3,0,0,0,0,0,5,0,0,0,7,0,3,0,0,0,0,16,9,5,2,11,1,3,0,0,3,0,0,0,0,0,0,2,0,6,0,2,0,0,3,4,14,0,2,3,2,28,4,0,0,0,Handy_Mandy_in_Oz,T
888,41,2,0,0,6,0,1,0,5,1,1,2,1,0,0,0,3,0,0,0,3,75,2,1,0,0,1,0,0,9,1,17,14,8,3,0,1,0,0,0,1,1,0,1,1,1,1,1,0,2,1,12,6,0,0,4,1,6,11,1,0,2,5,0,0,1,0,0,1,0,0,0,2,3,1,0,1,0,0,1,0,0,0,3,1,14,0,0,0,1,8,0,0,0,1,1,3,4,4,5,18,0,16,7,0,0,0,1,6,3,22,1,0,0,33,2,36,1,3,10,17,2,3,3,2,2,0,1,0,2,1,1,1,9,0,2,0,7,0,0,0,0,0,1,5,3,0,1,1,0,2,0,3,0,0,1,7,3,7,0,43,2,0,7,1,8,1,0,4,2,0,0,1,0,0,6,4,3,0,0,0,0,3,2,0,0,2,0,1,4,4,0,0,0,0,0,0,14,0,0,2,0,0,0,8,5,0,0,0,0,0,0,5,3,1,0,2,26,90,1,4,0,4,3,0,0,0,0,0,1,4,0,9,0,0,0,4,0,0,40,0,4,0,1,0,0,0,1,0,0,0,6,0,4,0,0,0,0,18,11,3,3,10,0,4,0,0,4,0,0,0,0,0,0,1,0,4,0,1,1,0,2,3,12,0,0,7,0,14,3,0,0,2,Handy_Mandy_in_Oz,T
889,42,4,2,0,1,0,0,0,15,2,1,0,1,0,0,2,1,0,0,0,9,63,0,2,0,1,0,0,0,11,0,8,16,1,11,0,0,0,0,0,3,3,1,1,2,1,0,0,0,1,0,7,5,0,1,5,3,5,8,1,0,2,4,0,0,0,0,0,1,0,0,0,2,6,1,2,1,2,0,0,0,0,0,2,0,16,1,0,0,0,9,1,1,0,2,1,5,12,4,6,10,0,24,1,0,0,0,0,5,4,18,2,0,0,24,7,31,0,2,7,17,2,0,2,1,1,0,0,0,2,1,0,1,3,0,0,0,2,0,1,0,0,1,2,16,0,0,0,1,0,0,2,3,0,1,2,2,3,2,0,43,4,0,16,3,6,1,0,5,0,2,0,0,0,1,9,4,3,1,0,0,0,2,1,0,0,0,0,0,3,2,0,0,0,1,0,1,15,0,2,1,1,0,0,8,1,0,1,3,0,1,0,3,0,1,2,1,17,104,0,8,0,3,4,0,0,0,0,0,0,4,0,12,1,2,0,1,0,0,37,0,1,0,0,0,0,1,3,0,0,0,6,0,5,1,0,0,2,16,12,2,1,9,2,5,0,0,2,0,0,0,0,0,1,0,0,2,1,2,1,1,2,3,14,0,3,4,0,26,6,0,1,0,Handy_Mandy_in_Oz,T
890,55,2,0,1,0,0,1,2,9,0,0,0,1,0,0,2,2,0,0,0,7,60,0,1,0,0,1,0,0,5,2,15,9,7,9,0,1,0,0,0,2,3,3,1,1,2,0,1,0,1,0,11,7,2,0,2,0,3,12,3,0,0,7,0,0,3,0,0,0,0,0,0,1,2,3,1,0,0,0,0,0,0,0,7,0,9,0,0,0,1,6,0,2,0,1,1,6,8,2,8,7,0,21,3,0,0,0,0,5,5,20,3,0,0,15,3,19,0,5,5,16,2,0,4,0,2,0,0,1,0,0,0,1,3,0,1,0,4,0,1,0,0,1,2,12,0,0,0,1,0,0,1,5,0,0,0,5,0,8,0,41,4,0,15,0,11,1,0,5,3,0,0,0,0,1,7,4,0,1,0,0,0,1,0,0,0,3,0,1,1,1,0,1,0,0,1,0,5,0,2,2,2,0,0,9,2,0,1,2,0,0,0,3,3,4,0,1,16,134,0,5,0,3,7,0,0,0,0,0,3,6,0,10,0,1,1,1,0,0,33,1,3,0,1,0,0,0,4,2,0,0,10,3,6,3,0,0,0,16,13,2,3,6,0,4,0,0,0,0,0,0,0,0,1,1,0,3,0,1,0,0,0,2,21,0,3,6,1,27,4,0,0,0,Handy_Mandy_in_Oz,T
891,43,3,2,0,2,0,0,0,10,2,0,1,1,1,0,0,3,0,0,0,3,67,0,2,0,1,2,1,0,2,0,15,16,4,6,0,0,0,0,0,4,1,1,3,1,3,0,0,0,1,1,13,4,1,0,2,0,2,10,1,0,1,2,0,0,1,0,1,0,0,0,2,2,1,0,0,1,2,0,1,0,0,0,2,2,16,1,0,0,0,5,0,0,1,1,0,3,9,1,18,13,0,24,4,0,0,0,0,7,5,17,5,0,0,11,3,29,0,2,9,11,0,0,7,3,0,0,0,1,1,0,0,2,4,0,1,0,1,0,2,0,0,2,2,6,3,0,2,1,1,0,0,4,1,0,2,7,1,9,0,38,1,0,9,1,7,1,0,4,2,0,0,1,0,0,9,1,2,0,0,0,0,2,1,0,0,1,0,1,4,3,0,1,0,1,0,0,15,1,0,3,3,1,0,7,4,0,1,1,0,0,0,2,2,1,1,3,11,115,7,3,0,6,3,0,0,0,0,0,0,7,0,11,1,0,0,1,0,0,49,0,3,1,1,0,0,0,3,1,0,0,5,1,4,1,0,0,2,16,11,5,4,12,1,3,0,0,2,0,0,0,0,0,0,0,0,5,0,0,0,0,2,2,19,0,3,6,0,24,3,0,0,0,Handy_Mandy_in_Oz,T
892,48,2,0,0,4,0,2,0,11,0,0,0,4,0,0,0,0,0,0,0,4,69,2,1,0,3,2,0,0,7,0,23,8,2,4,0,0,0,0,0,4,1,0,0,0,3,1,2,0,1,0,16,1,0,1,5,4,3,13,0,3,0,6,0,0,1,0,0,0,2,0,0,1,1,0,2,0,2,0,0,0,0,0,0,2,12,0,0,0,2,10,0,2,0,2,3,1,4,4,12,8,0,26,3,0,0,0,3,4,0,24,3,0,0,20,8,28,1,2,10,17,1,1,3,3,0,0,0,1,0,1,0,1,3,0,1,0,2,0,1,0,0,2,2,7,1,0,0,3,0,0,1,3,0,1,0,7,2,11,0,38,5,0,10,0,5,0,0,4,4,1,0,1,0,0,6,3,2,1,0,1,1,2,0,2,0,1,0,0,6,2,0,1,0,0,0,0,11,0,0,1,0,0,0,7,1,0,0,1,0,0,0,2,0,3,0,5,12,128,1,1,0,3,5,0,0,0,0,0,2,8,0,10,0,1,1,5,0,0,39,0,2,0,0,0,0,0,0,2,0,0,6,0,4,0,0,1,0,14,8,2,4,13,0,6,0,0,3,0,0,0,0,0,1,0,0,4,0,1,0,0,3,2,13,0,2,5,0,16,6,0,1,0,Handy_Mandy_in_Oz,T
893,44,1,0,1,3,0,2,0,9,2,0,2,0,1,0,1,1,0,0,0,5,71,4,2,0,0,0,1,0,6,0,12,12,3,3,0,0,0,0,0,2,4,0,0,2,0,2,1,0,2,1,13,1,0,1,2,2,4,13,1,0,1,9,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,1,0,0,2,2,14,0,0,0,1,8,0,0,0,2,2,3,2,1,5,12,0,14,5,0,0,0,5,7,5,24,5,0,0,15,8,28,0,3,10,21,3,0,2,1,0,0,0,0,0,1,1,1,5,0,2,0,3,0,2,0,2,0,0,4,0,0,0,1,0,1,2,6,0,0,0,6,2,7,0,41,2,0,5,1,10,1,0,5,2,0,0,2,0,0,5,1,2,2,0,1,2,2,0,1,0,2,0,0,4,3,0,0,0,0,0,0,13,2,0,3,0,0,0,10,1,0,1,0,0,0,0,4,1,4,0,3,12,113,6,6,0,6,6,0,0,0,0,0,0,11,0,12,1,0,4,2,0,0,46,2,2,1,1,0,0,0,1,1,0,1,9,1,5,0,0,0,0,10,8,3,2,5,1,6,0,0,2,0,0,0,0,0,1,2,0,7,1,2,0,0,2,3,20,0,2,2,0,26,1,0,0,0,Handy_Mandy_in_Oz,T
894,44,9,0,1,2,0,3,1,10,1,0,1,0,0,0,1,0,0,0,0,9,65,2,1,0,1,1,0,0,5,0,16,13,2,9,0,0,0,0,1,1,3,1,0,0,0,0,0,0,1,0,16,3,1,2,2,4,4,15,1,0,0,4,0,0,1,0,0,0,0,0,0,3,1,1,1,1,3,0,1,2,0,0,1,1,16,1,0,0,0,5,0,0,1,6,1,1,8,2,10,3,0,17,3,0,0,0,1,3,3,18,3,1,0,18,10,20,0,3,14,10,3,2,5,3,3,0,0,1,1,0,0,1,6,0,1,0,1,0,3,0,1,3,2,10,0,0,0,1,0,0,0,5,1,0,0,4,0,8,0,41,5,0,12,1,8,3,0,7,2,0,0,0,0,0,4,4,1,1,0,1,0,3,3,0,0,2,0,0,2,3,1,1,0,1,0,1,13,2,0,1,2,1,0,4,2,1,0,1,0,1,0,2,0,0,0,3,16,95,4,8,0,5,1,0,0,0,0,0,1,4,0,9,2,1,2,3,0,0,40,1,0,0,0,0,0,0,1,0,0,0,6,2,3,1,0,0,2,17,12,6,3,8,1,3,0,0,8,0,0,0,0,0,1,3,0,4,0,1,0,0,3,1,21,0,2,7,0,32,5,0,0,0,Handy_Mandy_in_Oz,T
895,38,3,0,0,2,0,0,0,11,0,0,0,0,0,0,0,2,0,0,0,7,63,1,3,0,1,3,0,0,10,1,19,14,4,11,0,0,0,0,0,4,1,1,2,0,0,0,0,1,0,0,13,6,1,1,4,4,3,10,2,0,0,6,0,0,1,0,0,0,0,0,1,2,0,1,2,0,3,0,0,0,0,0,1,2,9,0,0,0,1,10,0,2,0,1,1,1,11,3,13,12,0,33,2,0,0,0,4,4,3,18,4,1,0,18,5,28,0,0,4,16,1,0,2,2,0,0,1,0,1,1,1,2,6,0,1,0,3,0,2,0,2,2,1,3,0,0,0,0,0,0,0,6,0,0,0,7,3,6,0,43,2,0,9,2,6,1,0,2,4,1,0,2,0,0,4,2,0,1,0,0,0,2,0,0,0,3,0,1,3,3,0,1,0,0,0,0,16,1,0,1,1,0,0,9,1,0,0,1,0,0,0,3,1,1,0,2,11,133,2,3,1,7,1,0,0,0,0,0,1,1,0,9,1,0,0,1,0,0,50,0,4,1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,3,12,8,4,6,10,0,3,0,0,2,0,0,0,0,1,1,2,0,6,0,3,0,0,0,4,20,0,3,2,0,17,6,0,0,0,Handy_Mandy_in_Oz,T
