token_ID_within_document,word,lemma,before,after
6153,at,at,#, 
6154,Westchester,Westchester,#,#
6155,.,.,#,#
6156,"""",28124,#, 
6157,"""",28126,#,#
6158,Oh,oh,#,#
6159,-,-,#,#
6160,you’re,you’re,#, 
6161,Jordan,Jordan,#, 
6162,Baker,Baker,#,#
6163,.,.,#,#
6164,"""",28150,#, 
6165,I,I,#, 
6166,knew,know,#, 
6167,now,now,#, 
6168,why,why,#, 
6169,her,her,#, 
6170,face,face,#, 
6171,was,be,#, 
6172,familiar,familiar,#,#
6173,-,-,#,#
6174,its,its,#, 
6175,pleasing,pleasing,#, 
6176,contemptuous,contemptuous,#, 
6177,expression,expression,#, 
6178,had,have,#, 
6179,looked,look,#, 
6180,out,out,#, 
6181,at,at,#, 
6182,me,I,#, 
6183,from,from,#, 
6184,many,many,#, 
6185,rotogravure,rotogravure,#, 
6186,pictures,picture,#, 
6187,of,of,#, 
6188,the,the,#, 
6189,sporting,sporting,#, 
6190,life,life,#, 
6191,at,at,#, 
6192,Asheville,Asheville,#, 
6193,and,and,#, 
6194,Hot,Hot,#, 
6195,Springs,Springs,#, 
6196,and,and,#, 
6197,Palm,Palm,#, 
6198,Beach,Beach,#,#
6199,.,.,#, 
6200,I,I,#, 
6201,had,have,#, 
6202,heard,hear,#, 
6203,some,some,#, 
6204,story,story,#, 
6205,of,of,#, 
6206,her,she,#, 
6207,too,too,#,#
6208,",",",",#, 
6209,a,a,#, 
6210,critical,critical,#,#
6211,",",",",#, 
6212,unpleasant,unpleasant,#, 
6213,story,story,#,#
6214,",",",",#, 
6215,but,but,#, 
6216,what,what,#, 
6217,it,it,#, 
6218,was,be,#, 
6219,I,I,#, 
6220,had,have,#, 
6221,forgotten,forget,#, 
6222,long,long,#, 
6223,ago,ago,#,#
6224,.,.,#, 
6225,"""",28451,#,#
6226,Good,good,#, 
6227,night,night,#,#
6228,",",",",#,#
6229,"""",28463,#, 
6230,she,she,#, 
6231,said,say,#, 
6232,softly,softly,#,#
6233,.,.,#, 
6234,"""",28482,#,#
6235,Wake,wake,#, 
6236,me,I,#, 
6237,at,at,#, 
6238,eight,eight,#,#
6239,",",",",#, 
6240,wo,will,#,#
6241,n’t,not,#, 
6242,you,you,#,#
6243,.,.,#,#
6244,"""",28511,#, 
6245,"""",28513,#,#
6246,If,if,#, 
6247,you,you,#,#
6248,’ll,’ll,#, 
6249,get,get,#, 
6250,up,up,#,#
6251,.,.,#,#
6252,"""",28531,#, 
6253,"""",28533,#,#
6254,I,I,#, 
6255,will,will,#,#
6256,.,.,#, 
6257,Good,good,#, 
6258,night,night,#,#
6259,",",",",#, 
6260,Mr.,Mr.,#, 
6261,Carraway,Carraway,#,#
6262,.,.,#, 
6263,See,see,#, 
6264,you,you,#, 
6265,anon,anon,#,#
6266,.,.,#,#
6267,"""",28581,#, 
6268,"""",28583,#,#
6269,Of,of,#, 
6270,course,course,#, 
6271,you,you,#, 
6272,will,will,#,#
6273,",",",",#,#
6274,"""",28603,#, 
6275,confirmed,confirm,#, 
6276,Daisy,Daisy,#,#
6277,.,.,#, 
6278,"""",28622,#,#
6279,In,in,#, 
6280,fact,fact,#, 
6281,I,I,#, 
6282,think,think,#, 
6283,I,I,#,#
6284,’ll,’ll,#, 
6285,arrange,arrange,#, 
6286,a,a,#, 
6287,marriage,marriage,#,#
6288,.,.,#, 
6289,Come,come,#, 
6290,over,over,#, 
6291,often,often,#,#
6292,",",",",#, 
6293,Nick,Nick,#,#
6294,",",",",#, 
6295,and,and,#, 
6296,I,I,#,#
6297,’ll,’ll,#, 
6298,sort,sort,#, 
6299,of,of,#,#
6300,-,-,#,#
6301,oh,oh,#,#
6302,-,-,#,#
6303,fling,fle,#, 
6304,you,you,#, 
6305,together,together,#,#
6306,.,.,#, 
6307,You,you,#, 
6308,know,know,#,#
6309,-,-,#,#
6310,lock,lock,#, 
6311,you,you,#, 
6312,up,up,#, 
6313,accidentally,accidentally,#, 
6314,in,in,#, 
6315,linen,linen,#, 
6316,closets,closet,#, 
6317,and,and,#, 
6318,push,push,#, 
6319,you,you,#, 
6320,out,out,#, 
6321,to,to,#, 
6322,sea,sea,#, 
6323,in,in,#, 
6324,a,a,#, 
6325,boat,boat,#,#
6326,",",",",#, 
6327,and,and,#, 
6328,all,all,#, 
6329,that,that,#, 
6330,sort,sort,#, 
6331,of,of,#, 
6332,thing-,thing-,#,#
6333,"""",28840,#, 
6334,"""",28842,#,#
6335,Good,good,#, 
6336,night,night,#,#
6337,",",",",#,#
6338,"""",28854,#, 
6339,called,call,#, 
6340,Miss,Miss,#, 
6341,Baker,Baker,#, 
6342,from,from,#, 
6343,the,the,#, 
6344,stairs,stair,#,#
6345,.,.,#, 
6346,"""",28891,#,#
6347,I,I,#, 
6348,have,have,#,#
6349,n’t,not,#, 
6350,heard,hear,#, 
6351,a,a,#, 
6352,word,word,#,#
6353,.,.,#,#
6354,"""",28915,#, 
6355,"""",28917,#,#
6356,She,she,#,#
6357,’s,’s,#, 
6358,a,a,#, 
6359,nice,nice,#, 
6360,girl,girl,#,#
6361,",",",",#,#
6362,"""",28936,#, 
6363,said,say,#, 
6364,Tom,Tom,#, 
6365,after,after,#, 
6366,a,a,#, 
6367,moment,moment,#,#
6368,.,.,#, 
6369,"""",28963,#,#
6370,They,they,#, 
6371,ought,ought,#,#
6372,n’t,not,#, 
6373,to,to,#, 
6374,let,let,#, 
6375,her,she,#, 
6376,run,run,#, 
6377,around,around,#, 
6378,the,the,#, 
6379,country,country,#, 
6380,this,this,#, 
6381,way,way,#,#
6382,.,.,#,#
6383,"""",29021,#, 
6384,"""",29023,#,#
6385,Who,who,#, 
6386,ought,ought,#,#
6387,n’t,not,#, 
6388,to,to,#,#
6389,?,?,#,#
6390,"""",29040,#, 
6391,inquired,inquire,#, 
6392,Daisy,Daisy,#, 
6393,coldly,coldly,#,#
6394,.,.,#, 
6395,"""",29065,#,#
6396,Her,her,#, 
6397,family,family,#,#
6398,.,.,#,#
6399,"""",29077,#, 
6400,"""",29079,#,#
6401,Her,her,#, 
6402,family,family,#, 
6403,is,be,#, 
6404,one,one,#, 
6405,aunt,aunt,#, 
6406,about,about,#, 
6407,a,a,#, 
6408,thousand,thousand,#, 
6409,years,year,#, 
6410,old,old,#,#
6411,.,.,#, 
6412,Besides,besides,#,#
6413,",",",",#, 
6414,Nick,Nick,#,#
6415,’s,’s,#, 
6416,going,go,#, 
6417,to,to,#, 
6418,look,look,#, 
6419,after,after,#, 
6420,her,she,#,#
6421,",",",",#, 
6422,are,be,#,#
6423,n’t,not,#, 
6424,you,you,#,#
6425,",",",",#, 
6426,Nick,Nick,#,#
6427,?,?,#, 
6428,She,she,#,#
6429,’s,’s,#, 
6430,going,go,#, 
6431,to,to,#, 
6432,spend,spend,#, 
6433,lots,lot,#, 
6434,of,of,#, 
6435,weekends,weekend,#, 
6436,out,out,#, 
6437,here,here,#, 
6438,this,this,#, 
6439,summer,summer,#,#
6440,.,.,#, 
6441,I,I,#, 
6442,think,think,#, 
6443,the,the,#, 
6444,home,home,#, 
6445,influence,influence,#, 
6446,will,will,#, 
6447,be,be,#, 
6448,very,very,#, 
6449,good,good,#, 
6450,for,for,#, 
6451,her,she,#,#
6452,.,.,#,#
6453,"""",29303,#, 
6454,Daisy,Daisy,#, 
6455,and,and,#, 
6456,Tom,Tom,#, 
6457,looked,look,#, 
6458,at,at,#, 
6459,each,each,#, 
6460,other,other,#, 
6461,for,for,#, 
6462,a,a,#, 
6463,moment,moment,#, 
6464,in,in,#, 
6465,silence,silence,#,#
6466,.,.,#, 
6467,"""",29365,#,#
6468,Is,be,#, 
6469,she,she,#, 
6470,from,from,#, 
6471,New,New,#, 
6472,York,York,#,#
6473,?,?,#,#
6474,"""",29387,#, 
6475,I,I,#, 
6476,asked,ask,#, 
6477,quickly,quickly,#,#
6478,.,.,#, 
6479,"""",29406,#,#
6480,From,from,#, 
6481,Louisville,Louisville,#,#
6482,.,.,#, 
6483,Our,our,#, 
6484,white,white,#, 
6485,girlhood,girlhood,#, 
6486,was,be,#, 
6487,passed,pass,#, 
6488,together,together,#, 
6489,there,there,#,#
6490,.,.,#, 
6491,Our,our,#, 
6492,beautiful,beautiful,#, 
6493,white-,white-,#,#
6494,"""",29490,#, 
6495,"""",29492,#,#
6496,Did,do,#, 
6497,you,you,#, 
6498,give,give,#, 
6499,Nick,Nick,#, 
6500,a,a,#, 
6501,little,little,#, 
6502,heart,heart,#, 
6503,to,to,#, 
6504,heart,heart,#, 
6505,talk,talk,#, 
6506,on,on,#, 
6507,the,the,#, 
6508,veranda,veranda,#,#
6509,?,?,#,#
6510,"""",29555,#, 
6511,demanded,demand,#, 
6512,Tom,Tom,#, 
6513,suddenly,suddenly,#,#
6514,.,.,#, 
6515,"""",29580,#,#
6516,Did,do,#, 
6517,I,I,#,#
6518,?,?,#,#
6519,"""",29587,#, 
6520,She,she,#, 
6521,looked,look,#, 
6522,at,at,#, 
6523,me,I,#,#
6524,.,.,#, 
6525,"""",29607,#,#
6526,I,I,#, 
6527,ca,can,#,#
6528,n’t,not,#, 
6529,seem,seem,#, 
6530,to,to,#, 
6531,remember,remember,#,#
6532,",",",",#, 
6533,but,but,#, 
6534,I,I,#, 
6535,think,think,#, 
6536,we,we,#, 
6537,talked,talk,#, 
6538,about,about,#, 
6539,the,the,#, 
6540,Nordic,nordic,#, 
6541,race,race,#,#
6542,.,.,#, 
6543,Yes,yes,#,#
6544,",",",",#, 
6545,I,I,#,#
6546,’m,’m,#, 
6547,sure,sure,#, 
6548,we,we,#, 
6549,did,do,#,#
6550,.,.,#, 
6551,It,it,#, 
6552,sort,sort,#, 
6553,of,of,#, 
6554,crept,creep,#, 
6555,up,up,#, 
6556,on,on,#, 
6557,us,we,#, 
6558,and,and,#, 
6559,first,first,#, 
6560,thing,thing,#, 
6561,you,you,#, 
6562,know-,know-,#,#
6563,"""",29752,#, 
6564,"""",29754,#,#
6565,Do,do,#,#
6566,n’t,not,#, 
6567,believe,believe,#, 
6568,everything,everything,#, 
6569,you,you,#, 
6570,hear,hear,#,#
6571,",",",",#, 
6572,Nick,Nick,#,#
6573,",",",",#,#
6574,"""",29795,#, 
6575,he,he,#, 
6576,advised,advise,#, 
6577,me,I,#,#
6578,.,.,#, 
6579,I,I,#, 
6580,said,say,#, 
6581,lightly,lightly,#, 
6582,that,that,#, 
6583,I,I,#, 
6584,had,have,#, 
6585,heard,hear,#, 
6586,nothing,nothing,#, 
6587,at,at,#, 
6588,all,all,#,#
6589,",",",",#, 
6590,and,and,#, 
6591,a,a,#, 
6592,few,few,#, 
6593,minutes,minute,#, 
6594,later,later,#, 
6595,I,I,#, 
6596,got,get,#, 
6597,up,up,#, 
6598,to,to,#, 
6599,go,go,#, 
6600,home,home,#,#
6601,.,.,#, 
6602,They,they,#, 
6603,came,come,#, 
6604,to,to,#, 
6605,the,the,#, 
6606,door,door,#, 
6607,with,with,#, 
6608,me,I,#, 
6609,and,and,#, 
6610,stood,stand,#, 
6611,side,side,#, 
6612,by,by,#, 
6613,side,side,#, 
6614,in,in,#, 
6615,a,a,#, 
6616,cheerful,cheerful,#, 
6617,square,square,#, 
6618,of,of,#, 
6619,light,light,#,#
6620,.,.,#, 
6621,As,as,#, 
6622,I,I,#, 
6623,started,start,#, 
6624,my,my,#, 
6625,motor,motor,#, 
6626,Daisy,Daisy,#, 
6627,peremptorily,peremptorily,#, 
6628,called,call,#,#
6629,:,:,#, 
6630,"""",30038,#,#
6631,Wait,wait,#,#
6632,!,!,#,#
6633,"""",30044,#, 
6634,"""",30046,#,#
6635,I,I,#, 
6636,forgot,forgot,#, 
6637,to,to,#, 
6638,ask,ask,#, 
6639,you,you,#, 
6640,something,something,#,#
6641,",",",",#, 
6642,and,and,#, 
6643,it,it,#,#
6644,’s,’,#, 
6645,important,important,#,#
6646,.,.,#, 
6647,We,we,#, 
6648,heard,hear,#, 
6649,you,you,#, 
6650,were,be,#, 
6651,engaged,engage,#, 
6652,to,to,#, 
6653,a,a,#, 
6654,girl,girl,#, 
6655,out,out,#, 
6656,West,West,#,#
6657,.,.,#,#
6658,"""",30143,#, 
6659,"""",30145,#,#
6660,That,that,#,#
6661,’s,’s,#, 
6662,right,right,#,#
6663,",",",",#,#
6664,"""",30159,#, 
6665,corroborated,corroborate,#, 
6666,Tom,Tom,#, 
6667,kindly,kindly,#,#
6668,.,.,#, 
6669,"""",30186,#,#
6670,We,we,#, 
6671,heard,hear,#, 
6672,that,that,#, 
6673,you,you,#, 
6674,were,be,#, 
6675,engaged,engage,#,#
6676,.,.,#,#
6677,"""",30218,#, 
6678,"""",30220,#,#
6679,It,it,#,#
6680,’s,’,#, 
6681,a,a,#, 
6682,libel,libel,#,#
6683,.,.,#, 
6684,I,I,#,#
6685,’m,’m,#, 
6686,too,too,#, 
6687,poor,poor,#,#
6688,.,.,#,#
6689,"""",30248,#, 
6690,"""",30250,#,#
6691,But,but,#, 
6692,we,we,#, 
6693,heard,hear,#, 
6694,it,it,#,#
6695,",",",",#,#
6696,"""",30267,#, 
6697,insisted,insist,#, 
6698,Daisy,Daisy,#,#
6699,",",",",#, 
6700,surprising,surprise,#, 
6701,me,I,#, 
6702,by,by,#, 
6703,opening,open,#, 
6704,up,up,#, 
6705,again,again,#, 
6706,in,in,#, 
6707,a,a,#, 
6708,flower,flower,#,#
6709,-,-,#,#
6710,like,like,#, 
6711,way,way,#,#
6712,.,.,#, 
6713,"""",30341,#,#
6714,We,we,#, 
6715,heard,hear,#, 
6716,it,it,#, 
6717,from,from,#, 
6718,three,three,#, 
6719,people,people,#,#
6720,",",",",#, 
6721,so,so,#, 
6722,it,it,#, 
6723,must,must,#, 
6724,be,be,#, 
6725,true,true,#,#
6726,.,.,#,#
6727,"""",30392,#, 
6728,Of,of,#, 
6729,course,course,#, 
6730,I,I,#, 
6731,knew,know,#, 
6732,what,what,#, 
6733,they,they,#, 
6734,were,be,#, 
6735,referring,refer,#, 
6736,to,to,#,#
6737,",",",",#, 
6738,but,but,#, 
6739,I,I,#, 
6740,was,be,#,#
6741,n’t,not,#, 
6742,even,even,#, 
6743,vaguely,vaguely,#, 
6744,engaged,engage,#,#
6745,.,.,#, 
6746,The,the,#, 
6747,fact,fact,#, 
6748,that,that,#, 
6749,gossip,gossip,#, 
6750,had,have,#, 
6751,published,publish,#, 
6752,the,the,#, 
6753,banns,banns,#, 
6754,was,be,#, 
6755,one,one,#, 
6756,of,of,#, 
6757,the,the,#, 
6758,reasons,reason,#, 
6759,I,I,#, 
6760,had,have,#, 
6761,come,come,#, 
6762,East,East,#,#
6763,.,.,#, 
6764,You,you,#, 
6765,ca,can,#,#
6766,n’t,not,#, 
6767,stop,stop,#, 
6768,going,go,#, 
6769,with,with,#, 
6770,an,an,#, 
6771,old,old,#, 
6772,friend,friend,#, 
6773,on,on,#, 
6774,account,account,#, 
6775,of,of,#, 
6776,rumours,rumour,#,#
6777,",",",",#, 
6778,and,and,#, 
6779,on,on,#, 
6780,the,the,#, 
6781,other,other,#, 
6782,hand,hand,#, 
6783,I,I,#, 
6784,had,have,#, 
6785,no,no,#, 
6786,intention,intention,#, 
6787,of,of,#, 
6788,being,be,#, 
6789,rumoured,rumour,#, 
6790,into,into,#, 
6791,marriage,marriage,#,#
6792,.,.,#, 
6793,Their,their,#, 
6794,interest,interest,#, 
6795,rather,rather,#, 
6796,touched,touch,#, 
6797,me,I,#, 
6798,and,and,#, 
6799,made,make,#, 
6800,them,they,#, 
6801,less,less,#, 
6802,remotely,remotely,#, 
6803,rich,rich,#,#
6804,-,-,#,#
6805,nevertheless,nevertheless,#,#
6806,",",",",#, 
6807,I,I,#, 
6808,was,be,#, 
6809,confused,confused,#, 
6810,and,and,#, 
6811,a,a,#, 
6812,little,little,#, 
6813,disgusted,disgusted,#, 
6814,as,as,#, 
6815,I,I,#, 
6816,drove,drive,#, 
6817,away,away,#,#
6818,.,.,#, 
6819,It,it,#, 
6820,seemed,seem,#, 
6821,to,to,#, 
6822,me,I,#, 
6823,that,that,#, 
6824,the,the,#, 
6825,thing,thing,#, 
6826,for,for,#, 
6827,Daisy,Daisy,#, 
6828,to,to,#, 
6829,do,do,#, 
6830,was,be,#, 
6831,to,to,#, 
6832,rush,rush,#, 
6833,out,out,#, 
6834,of,of,#, 
6835,the,the,#, 
6836,house,house,#,#
6837,",",",",#, 
6838,child,child,#, 
6839,in,in,#, 
6840,arms,arm,#,#
6841,-,-,#,#
6842,but,but,#, 
6843,apparently,apparently,#, 
6844,there,there,#, 
6845,were,be,#, 
6846,no,no,#, 
6847,such,such,#, 
6848,intentions,intention,#, 
6849,in,in,#, 
6850,her,her,#, 
6851,head,head,#,#
6852,.,.,#, 
6853,As,as,#, 
6854,for,for,#, 
6855,Tom,Tom,#,#
6856,",",",",#, 
6857,the,the,#, 
6858,fact,fact,#, 
6859,that,that,#, 
6860,he,he,#, 
6861,"""",31010,#,#
6862,had,have,#, 
6863,some,some,#, 
6864,woman,woman,#, 
6865,in,in,#, 
6866,New,New,#, 
6867,York,York,#,#
6868,"""",31037,#, 
6869,was,be,#, 
6870,really,really,#, 
6871,less,less,#, 
6872,surprising,surprising,#, 
6873,than,than,#, 
6874,that,that,#, 
6875,he,he,#, 
6876,had,have,#, 
6877,been,be,#, 
6878,depressed,depress,#, 
6879,by,by,#, 
6880,a,a,#, 
6881,book,book,#,#
6882,.,.,#, 
6883,Something,something,#, 
6884,was,be,#, 
6885,making,make,#, 
6886,him,he,#, 
6887,nibble,nibble,#, 
6888,at,at,#, 
6889,the,the,#, 
6890,edge,edge,#, 
6891,of,of,#, 
6892,stale,stale,#, 
6893,ideas,idea,#, 
6894,as,as,#, 
6895,if,if,#, 
6896,his,his,#, 
6897,sturdy,sturdy,#, 
6898,physical,physical,#, 
6899,egotism,egotism,#, 
6900,no,no,#, 
6901,longer,long,#, 
6902,nourished,nourish,#, 
6903,his,his,#, 
6904,peremptory,peremptory,#, 
6905,heart,heart,#,#
6906,.,.,#, 
6907,Already,already,#, 
6908,it,it,#, 
6909,was,be,#, 
6910,deep,deep,#, 
6911,summer,summer,#, 
6912,on,on,#, 
6913,roadhouse,roadhouse,#, 
6914,roofs,roof,#, 
6915,and,and,#, 
6916,in,in,#, 
6917,front,front,#, 
6918,of,of,#, 
6919,wayside,wayside,#, 
6920,garages,garage,#,#
6921,",",",",#, 
6922,where,where,#, 
6923,new,new,#, 
6924,red,red,#, 
6925,petrol,petrol,#,#
6926,-,-,#,#
6927,pumps,pump,#, 
6928,sat,sit,#, 
6929,out,out,#, 
6930,in,in,#, 
6931,pools,pool,#, 
6932,of,of,#, 
6933,light,light,#,#
6934,",",",",#, 
6935,and,and,#, 
6936,when,when,#, 
6937,I,I,#, 
6938,reached,reach,#, 
6939,my,my,#, 
6940,estate,estate,#, 
6941,at,at,#, 
6942,West,West,#, 
6943,Egg,Egg,#, 
6944,I,I,#, 
6945,ran,run,#, 
6946,the,the,#, 
6947,car,car,#, 
6948,under,under,#, 
6949,its,its,#, 
6950,shed,shed,#, 
6951,and,and,#, 
6952,sat,sit,#, 
6953,for,for,#, 
6954,a,a,#, 
6955,while,while,#, 
6956,on,on,#, 
6957,an,an,#, 
6958,abandoned,abandon,#, 
6959,grass,grass,#, 
6960,roller,roller,#, 
6961,in,in,#, 
6962,the,the,#, 
6963,yard,yard,#,#
6964,.,.,#, 
6965,The,the,#, 
6966,wind,wind,#, 
6967,had,have,#, 
6968,blown,blow,#, 
6969,off,off,#,#
6970,",",",",#, 
6971,leaving,leave,#, 
6972,a,a,#, 
6973,loud,loud,#,#
6974,",",",",#, 
6975,bright,bright,#, 
6976,night,night,#,#
6977,",",",",#, 
6978,with,with,#, 
6979,wings,wing,#, 
6980,beating,beat,#, 
6981,in,in,#, 
6982,the,the,#, 
6983,trees,tree,#, 
6984,and,and,#, 
6985,a,a,#, 
6986,persistent,persistent,#, 
6987,organ,organ,#, 
6988,sound,sound,#, 
6989,as,as,#, 
6990,the,the,#, 
6991,full,full,#, 
6992,bellows,bellow,#, 
6993,of,of,#, 
6994,the,the,#, 
6995,earth,earth,#, 
6996,blew,blow,#, 
6997,the,the,#, 
6998,frogs,frog,#, 
6999,full,full,#, 
7000,of,of,#, 
7001,life,life,#,#
7002,.,.,#, 
7003,The,the,#, 
7004,silhouette,silhouette,#, 
7005,of,of,#, 
7006,a,a,#, 
7007,moving,move,#, 
7008,cat,cat,#, 
7009,wavered,waver,#, 
7010,across,across,#, 
7011,the,the,#, 
7012,moonlight,moonlight,#,#
7013,",",",",#, 
7014,and,and,#,#
7015,",",",",#, 
7016,turning,turn,#, 
7017,my,my,#, 
7018,head,head,#, 
7019,to,to,#, 
7020,watch,watch,#, 
7021,it,it,#,#
7022,",",",",#, 
7023,I,I,#, 
7024,saw,see,#, 
7025,that,that,#, 
7026,I,I,#, 
7027,was,be,#, 
7028,not,not,#, 
7029,alone,alone,#,#
7030,-,-,#,#
7031,fifty,fifty,#, 
7032,feet,foot,#, 
7033,away,away,#, 
7034,a,a,#, 
7035,figure,figure,#, 
7036,had,have,#, 
7037,emerged,emerge,#, 
7038,from,from,#, 
7039,the,the,#, 
7040,shadow,shadow,#, 
7041,of,of,#, 
7042,my,my,#, 
7043,neighbour,neighbour,#,#
7044,’s,’s,#, 
7045,mansion,mansion,#, 
7046,and,and,#, 
7047,was,be,#, 
7048,standing,stand,#, 
7049,with,with,#, 
7050,his,his,#, 
7051,hands,hand,#, 
7052,in,in,#, 
7053,his,his,#, 
7054,pockets,pocket,#, 
7055,regarding,regard,#, 
7056,the,the,#, 
7057,silver,silver,#, 
7058,pepper,pepper,#, 
7059,of,of,#, 
7060,the,the,#, 
7061,stars,star,#,#
7062,.,.,#, 
7063,Something,something,#, 
7064,in,in,#, 
7065,his,his,#, 
7066,leisurely,leisurely,#, 
7067,movements,movement,#, 
7068,and,and,#, 
7069,the,the,#, 
7070,secure,secure,#, 
7071,position,position,#, 
7072,of,of,#, 
7073,his,his,#, 
7074,feet,foot,#, 
7075,upon,upon,#, 
7076,the,the,#, 
7077,lawn,lawn,#, 
7078,suggested,suggest,#, 
7079,that,that,#, 
7080,it,it,#, 
7081,was,be,#, 
7082,Mr.,Mr.,#, 
7083,Gatsby,Gatsby,#, 
7084,himself,himself,#,#
7085,",",",",#, 
7086,come,come,#, 
7087,out,out,#, 
7088,to,to,#, 
7089,determine,determine,#, 
7090,what,what,#, 
7091,share,share,#, 
7092,was,be,#, 
7093,his,his,#, 
7094,of,of,#, 
7095,our,our,#, 
7096,local,local,#, 
7097,heavens,heaven,#,#
7098,.,.,#, 
7099,I,I,#, 
7100,decided,decide,#, 
7101,to,to,#, 
7102,call,call,#, 
7103,to,to,#, 
7104,him,he,#,#
7105,.,.,#, 
7106,Miss,Miss,#, 
7107,Baker,Baker,#, 
7108,had,have,#, 
7109,mentioned,mention,#, 
7110,him,he,#, 
7111,at,at,#, 
7112,dinner,dinner,#,#
7113,",",",",#, 
7114,and,and,#, 
7115,that,that,#, 
7116,would,would,#, 
7117,do,do,#, 
7118,for,for,#, 
7119,an,an,#, 
7120,introduction,introduction,#,#
7121,.,.,#, 
7122,But,but,#, 
7123,I,I,#, 
7124,did,do,#,#
7125,n’t,not,#, 
7126,call,call,#, 
7127,to,to,#, 
7128,him,he,#,#
7129,",",",",#, 
7130,for,for,#, 
7131,he,he,#, 
7132,gave,give,#, 
7133,a,a,#, 
7134,sudden,sudden,#, 
7135,intimation,intimation,#, 
7136,that,that,#, 
7137,he,he,#, 
7138,was,be,#, 
7139,content,content,#, 
7140,to,to,#, 
7141,be,be,#, 
7142,alone,alone,#,#
7143,-,-,#,#
7144,he,he,#, 
7145,stretched,stretch,#, 
7146,out,out,#, 
7147,his,his,#, 
7148,arms,arm,#, 
7149,toward,toward,#, 
7150,the,the,#, 
7151,dark,dark,#, 
7152,water,water,#, 
7153,in,in,#, 
7154,a,a,#, 
7155,curious,curious,#, 
7156,way,way,#,#
7157,",",",",#, 
7158,and,and,#,#
7159,",",",",#, 
7160,far,far,#, 
7161,as,as,#, 
7162,I,I,#, 
7163,was,be,#, 
7164,from,from,#, 
7165,him,he,#,#
7166,",",",",#, 
7167,I,I,#, 
7168,could,could,#, 
7169,have,have,#, 
7170,sworn,swear,#, 
7171,he,he,#, 
7172,was,be,#, 
7173,trembling,tremble,#,#
7174,.,.,#, 
7175,Involuntarily,involuntarily,#, 
7176,I,I,#, 
7177,glanced,glance,#, 
7178,seaward,seaward,#,#
7179,-,-,#,#
7180,and,and,#, 
7181,distinguished,distinguish,#, 
7182,nothing,nothing,#, 
7183,except,except,#, 
7184,a,a,#, 
7185,single,single,#, 
7186,green,green,#, 
7187,light,light,#,#
7188,",",",",#, 
7189,minute,minute,#, 
7190,and,and,#, 
7191,far,far,#, 
7192,away,away,#,#
7193,",",",",#, 
7194,that,that,#, 
7195,might,might,#, 
7196,have,have,#, 
7197,been,be,#, 
7198,the,the,#, 
7199,end,end,#, 
7200,of,of,#, 
7201,a,a,#, 
7202,dock,dock,#,#
7203,.,.,#, 
7204,When,when,#, 
7205,I,I,#, 
7206,looked,look,#, 
7207,once,once,#, 
7208,more,more,#, 
7209,for,for,#, 
7210,Gatsby,Gatsby,#, 
7211,he,he,#, 
7212,had,have,#, 
7213,vanished,vanish,#,#
7214,",",",",#, 
7215,and,and,#, 
7216,I,I,#, 
7217,was,be,#, 
7218,alone,alone,#, 
7219,again,again,#, 
7220,in,in,#, 
7221,the,the,#, 
7222,unquiet,unquiet,#, 
7223,darkness,darkness,#,#
7224,.,.,#, 
7225,About,about,#, 
7226,halfway,halfway,#, 
7227,between,between,#, 
7228,West,West,#, 
7229,Egg,Egg,#, 
7230,and,and,#, 
7231,New,New,#, 
7232,York,York,#, 
7233,the,the,#, 
7234,motor,motor,#, 
7235,road,road,#, 
7236,hastily,hastily,#, 
7237,joins,join,#, 
7238,the,the,#, 
7239,railroad,railroad,#, 
7240,and,and,#, 
7241,runs,run,#, 
7242,beside,beside,#, 
7243,it,it,#, 
7244,for,for,#, 
7245,a,a,#, 
7246,quarter,quarter,#, 
7247,of,of,#, 
7248,a,a,#, 
7249,mile,mile,#,#
7250,",",",",#, 
7251,so,so,#, 
7252,as,as,#, 
7253,to,to,#, 
7254,shrink,shrink,#, 
7255,away,away,#, 
7256,from,from,#, 
7257,a,a,#, 
7258,certain,certain,#, 
7259,desolate,desolate,#, 
7260,area,area,#, 
7261,of,of,#, 
7262,land,land,#,#
7263,.,.,#, 
7264,This,this,#, 
7265,is,be,#, 
7266,a,a,#, 
7267,valley,valley,#, 
7268,of,of,#, 
7269,ashes,ashe,#,#
7270,-,-,#,#
7271,a,a,#, 
7272,fantastic,fantastic,#, 
7273,farm,farm,#, 
7274,where,where,#, 
7275,ashes,ashe,#, 
7276,grow,grow,#, 
7277,like,like,#, 
7278,wheat,wheat,#, 
7279,into,into,#, 
7280,ridges,ridge,#, 
7281,and,and,#, 
7282,hills,hill,#, 
7283,and,and,#, 
7284,grotesque,grotesque,#, 
7285,gardens,garden,#,#
7286,;,;,#, 
7287,where,where,#, 
7288,ashes,ashe,#, 
7289,take,take,#, 
7290,the,the,#, 
7291,forms,form,#, 
7292,of,of,#, 
7293,houses,house,#, 
7294,and,and,#, 
7295,chimneys,chimney,#, 
7296,and,and,#, 
7297,rising,rise,#, 
7298,smoke,smoke,#, 
7299,and,and,#,#
7300,",",",",#, 
7301,finally,finally,#,#
7302,",",",",#, 
7303,with,with,#, 
7304,a,a,#, 
7305,transcendent,transcendent,#, 
7306,effort,effort,#,#
7307,",",",",#, 
7308,of,of,#, 
7309,ash,ash,#,#
7310,-,-,#,#
7311,grey,grey,#, 
7312,men,man,#,#
7313,",",",",#, 
