,a,about,above,across,after,afterwards,again,against,all,almost,alone,along,already,also,although,always,am,among,amongst,amount,an,and,another,any,anyhow,anyone,anything,anyway,anywhere,are,around,as,at,back,be,became,because,become,becomes,becoming,been,before,behind,being,below,beside,besides,between,beyond,both,bottom,but,by,ca,call,can,could,did,do,does,doing,done,down,due,during,each,eight,either,eleven,else,elsewhere,empty,enough,even,ever,every,everyone,everything,everywhere,except,few,fifteen,fifty,first,five,for,former,formerly,forty,four,from,front,full,further,get,give,go,had,has,have,he,hence,her,here,hereafter,hereby,hers,herself,him,himself,his,how,however,hundred,i,if,in,indeed,into,is,it,its,itself,just,keep,last,latter,least,less,made,make,many,may,me,meanwhile,might,mine,more,moreover,most,mostly,move,much,must,my,myself,name,neither,never,nevertheless,next,nine,no,nobody,none,nor,not,nothing,now,nowhere,of,off,often,on,once,one,only,onto,or,other,others,otherwise,our,ours,ourselves,out,over,own,part,per,perhaps,please,put,quite,rather,re,really,regarding,same,say,see,seem,seemed,seeming,seems,serious,several,she,should,show,side,since,six,sixty,so,some,somehow,someone,something,sometime,sometimes,somewhere,still,such,take,ten,than,that,the,their,them,themselves,then,there,thereafter,thereby,therefore,therein,thereupon,these,they,third,this,those,though,three,through,throughout,thus,to,together,too,top,toward,towards,twelve,twenty,two,under,unless,until,up,upon,us,used,using,various,very,was,we,well,were,what,whatever,when,whence,whenever,where,whereas,wherein,whereupon,wherever,whether,which,while,whither,who,whoever,whole,whom,whose,why,will,with,within,without,would,yet,you,your,yours,yourself,yourselves,tbook,author
2261,34,1,0,0,2,0,5,1,6,0,1,1,0,2,1,1,3,2,0,0,5,68,2,5,1,1,1,0,0,7,4,14,5,0,8,1,1,2,0,0,4,3,1,0,0,0,0,0,0,3,0,19,4,1,0,1,3,2,10,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,3,1,0,0,1,0,0,0,0,0,16,1,0,0,0,6,0,0,2,4,0,3,12,2,7,11,0,11,0,0,0,0,1,3,1,14,1,0,1,53,8,21,1,1,12,15,3,0,1,0,1,0,0,0,2,1,1,1,3,0,1,0,5,1,0,0,0,2,4,17,0,1,1,3,0,1,0,6,1,0,0,16,1,5,1,40,0,0,6,5,6,3,0,2,6,1,0,4,0,0,5,2,1,2,0,0,0,1,3,1,0,0,0,0,1,4,0,0,0,0,1,3,12,1,0,0,1,0,0,10,1,0,0,0,0,0,0,4,1,1,1,2,26,100,1,7,0,1,3,0,0,0,0,0,0,12,0,4,1,1,0,1,0,0,46,2,2,0,0,0,0,1,4,0,0,1,3,2,7,1,0,0,2,19,5,3,8,3,0,5,0,0,6,0,0,0,1,0,4,2,0,7,0,0,0,0,1,2,17,0,2,2,0,15,4,0,0,0,Tin_woodsman_of_oz,B
2262,37,0,0,0,1,0,4,0,6,0,3,0,0,0,0,2,3,0,0,0,3,79,1,0,0,0,3,0,0,9,3,17,6,3,10,2,0,0,0,0,2,2,1,2,0,0,0,1,0,0,0,12,6,2,1,5,3,5,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,13,0,0,0,0,4,0,0,0,3,0,2,12,0,7,15,0,11,4,0,0,0,0,7,2,13,4,0,0,38,5,22,2,2,9,25,0,0,3,2,0,0,0,0,3,2,2,1,10,0,2,0,3,1,0,0,0,2,1,13,0,1,0,1,0,2,0,8,1,0,0,10,1,5,0,39,3,0,8,2,8,1,0,4,2,1,0,7,0,0,1,0,2,1,0,1,1,0,4,0,0,1,0,0,0,3,1,0,0,2,0,1,15,1,0,0,1,0,0,17,2,0,0,3,0,0,1,2,1,1,0,1,23,103,4,13,0,2,3,0,0,0,0,0,0,9,0,5,1,0,0,3,0,0,36,0,1,0,1,0,0,0,1,0,1,1,3,4,2,1,0,0,2,22,6,4,9,6,1,6,0,0,5,0,0,0,1,0,5,2,0,2,0,0,1,0,0,5,12,0,0,3,0,30,6,0,0,0,Tin_woodsman_of_oz,B
2263,37,1,0,1,2,0,6,0,10,0,1,0,0,1,0,0,3,0,0,0,2,65,3,0,2,1,0,0,0,5,2,10,10,3,7,1,0,0,0,0,3,6,2,1,0,2,0,0,0,4,0,14,6,0,0,5,9,1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,6,0,1,1,0,1,1,0,0,1,0,13,1,1,0,2,4,0,0,1,2,0,1,15,1,9,13,0,9,3,0,0,0,1,14,1,9,3,2,1,41,4,21,0,5,12,17,2,0,0,1,1,0,0,0,1,5,0,3,11,0,1,0,3,0,1,0,0,2,2,7,1,0,2,2,0,1,0,8,0,0,1,13,1,9,0,40,0,0,6,3,6,0,0,3,3,3,0,6,0,0,3,0,1,0,0,1,1,2,2,1,0,1,0,0,0,2,0,1,0,0,0,0,8,1,0,1,1,0,0,17,3,0,0,0,0,1,0,2,0,0,0,3,20,97,7,5,3,5,7,0,0,0,0,0,1,14,0,6,0,0,2,1,0,0,47,3,1,0,1,0,0,1,1,0,0,4,6,7,2,1,0,0,4,16,4,5,10,4,0,3,0,0,2,0,0,0,0,0,7,2,0,1,0,0,0,0,1,5,12,0,0,2,1,19,9,0,0,0,Tin_woodsman_of_oz,B
2264,45,2,0,0,3,0,0,0,14,0,2,0,0,0,1,0,2,0,0,0,1,58,2,2,0,1,0,0,0,7,0,13,4,2,9,0,3,1,0,0,2,3,0,2,0,0,0,0,0,4,0,16,3,0,0,4,4,5,7,1,1,0,1,0,0,1,0,0,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,15,0,0,0,0,4,1,0,0,2,0,1,9,2,7,16,0,9,3,0,0,0,1,7,1,14,0,1,2,36,6,26,0,4,13,13,0,0,4,2,0,0,0,0,0,1,0,2,11,0,2,0,6,0,1,0,0,2,2,17,3,2,1,3,0,2,0,9,0,0,0,6,1,7,0,40,0,0,6,1,8,3,0,5,4,1,1,2,0,1,2,2,1,0,0,1,1,1,1,1,0,2,0,1,0,2,0,1,0,1,0,0,17,1,1,3,0,0,0,12,0,0,0,0,0,0,0,5,0,1,0,0,14,99,4,8,1,6,1,0,0,1,0,0,0,14,0,12,0,1,1,1,0,0,47,1,2,0,1,0,0,0,1,1,1,3,4,1,1,1,0,0,3,27,5,2,5,4,1,9,1,1,0,0,0,0,0,0,4,6,0,4,0,0,0,1,0,7,6,0,3,7,1,29,7,0,1,0,Tin_woodsman_of_oz,B
2265,32,1,0,2,2,0,2,2,9,2,0,0,0,2,0,0,8,1,0,0,2,68,2,3,2,1,0,0,0,4,2,17,12,0,10,3,2,1,0,0,2,3,1,1,0,0,0,0,0,1,0,10,4,3,0,7,2,2,4,0,0,0,1,0,0,2,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,2,0,18,0,0,0,0,6,0,1,0,2,1,3,12,0,7,16,0,13,1,0,0,0,0,10,1,19,1,1,0,30,3,21,2,2,10,13,1,0,4,1,2,0,0,0,2,4,2,2,12,0,2,0,0,1,0,0,1,1,4,21,0,0,0,3,1,1,0,4,0,0,1,7,0,2,0,38,2,0,5,3,8,3,0,1,3,0,0,3,0,1,2,3,3,1,0,0,0,1,3,1,0,0,0,2,0,2,0,1,0,0,0,0,14,2,0,0,0,0,0,10,3,0,0,1,0,1,0,3,2,1,0,4,17,100,6,9,0,3,1,0,0,0,0,0,3,13,0,9,2,0,2,2,0,0,55,1,3,1,0,0,0,0,1,1,1,1,6,0,2,0,0,0,4,22,2,1,7,3,1,8,0,1,1,0,0,0,0,0,2,1,0,4,0,0,0,0,1,4,15,1,2,6,1,24,9,0,0,0,Tin_woodsman_of_oz,B
2266,29,2,0,0,3,0,1,0,6,1,1,1,1,0,1,2,3,0,0,0,2,64,1,2,0,0,0,0,0,5,1,13,8,2,12,3,2,1,0,0,3,0,0,7,0,1,0,1,0,2,0,19,4,3,0,6,4,6,6,3,0,0,0,0,0,1,0,1,0,1,0,0,0,3,2,1,0,0,0,0,1,0,0,2,0,14,0,1,0,0,2,0,0,1,3,1,2,17,2,6,19,0,15,3,0,0,0,0,4,2,11,1,1,0,37,8,21,2,3,9,11,1,0,2,1,0,0,0,0,6,1,1,1,10,0,1,0,1,0,0,0,0,4,4,14,1,1,0,1,0,1,0,6,0,1,1,8,0,2,0,32,2,0,7,0,7,1,0,3,6,0,0,2,0,0,3,2,2,2,0,2,2,1,3,0,0,1,1,0,1,5,0,2,0,0,0,1,14,0,0,0,0,0,0,13,3,0,1,1,0,0,0,4,2,1,0,4,22,110,4,10,0,1,3,0,0,0,0,0,1,11,0,13,0,1,2,1,0,0,37,2,1,1,2,0,0,0,1,1,0,0,3,4,4,0,0,0,2,22,6,5,4,2,1,13,0,0,3,0,0,0,0,0,4,3,0,9,0,0,0,0,1,2,12,0,3,4,0,22,7,0,0,0,Tin_woodsman_of_oz,B
2267,41,5,0,0,2,0,1,0,6,0,2,0,0,2,0,1,6,0,0,0,0,56,0,0,0,1,0,0,0,5,2,15,3,0,7,2,2,0,0,0,3,4,1,2,0,0,0,0,0,1,0,16,7,1,0,1,8,3,5,2,1,0,1,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,8,0,1,0,4,1,1,15,1,6,15,0,12,4,0,0,0,0,7,1,13,2,2,0,40,6,24,4,4,11,22,1,0,2,1,0,0,1,0,3,2,3,1,13,0,3,0,2,0,1,0,0,3,0,15,0,1,1,0,0,0,0,12,0,1,3,11,1,10,0,34,4,2,5,2,7,3,0,6,1,0,0,2,0,0,4,4,0,0,0,1,1,0,1,0,0,1,0,0,0,4,1,2,0,1,0,0,13,0,0,1,1,0,0,10,0,0,0,0,0,0,0,2,1,3,0,2,18,98,5,1,0,3,5,0,0,0,0,0,0,16,0,6,0,1,2,0,0,0,46,0,1,0,1,0,0,0,3,0,2,3,3,1,4,1,0,0,0,21,10,4,7,2,1,9,0,0,3,0,0,0,1,0,1,2,0,10,0,0,2,1,0,5,10,0,0,4,0,30,10,0,0,0,Tin_woodsman_of_oz,B
2268,31,3,0,0,2,0,2,0,3,0,0,0,0,1,1,0,3,0,0,0,4,83,1,1,0,1,1,0,0,8,2,18,3,1,11,1,2,1,0,0,1,2,0,0,0,0,0,0,0,1,0,17,6,1,0,7,1,8,9,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,2,0,0,0,0,1,1,0,0,0,0,16,1,0,0,0,8,0,1,0,4,1,1,7,3,10,15,0,7,4,0,0,0,0,6,1,10,0,2,0,39,6,25,2,2,7,18,1,0,5,2,0,0,0,0,0,5,1,0,9,0,0,0,6,0,0,0,0,3,4,13,2,0,2,5,0,0,0,9,0,0,2,11,2,12,1,40,0,0,11,0,8,5,0,5,2,1,0,3,0,0,3,3,1,3,0,3,2,0,2,1,0,0,0,0,0,3,1,1,0,1,1,0,17,1,0,0,0,0,0,10,2,0,0,0,0,1,0,3,2,1,0,2,20,89,0,4,0,2,3,0,0,1,0,0,0,11,0,8,0,0,1,1,0,0,55,1,0,0,1,0,0,0,0,0,0,3,1,4,2,1,0,0,4,19,7,5,8,2,0,6,0,1,4,0,0,0,0,0,5,5,0,3,2,0,1,0,1,5,16,0,0,6,0,14,2,0,0,0,Tin_woodsman_of_oz,B
2269,37,5,0,0,6,0,4,1,8,0,0,0,0,2,1,1,3,0,0,0,1,62,1,4,0,0,0,0,0,6,0,13,7,2,4,0,7,0,0,0,3,3,1,0,0,0,0,0,0,2,0,20,1,1,0,3,6,4,8,1,1,0,1,0,0,1,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,6,0,0,0,0,2,4,7,2,7,24,0,16,0,0,0,0,0,4,2,15,4,1,0,33,2,23,1,4,12,15,1,0,2,3,0,0,0,0,3,1,0,4,6,0,2,0,1,0,0,0,0,1,9,19,2,0,0,2,0,3,0,11,0,0,0,12,3,4,0,42,0,0,9,2,7,1,0,5,1,1,0,1,0,0,4,2,1,0,0,3,1,0,3,1,0,0,0,3,0,4,1,1,0,0,1,0,8,1,1,0,2,0,0,14,3,0,0,0,0,0,0,1,3,0,0,5,16,105,4,4,0,6,3,0,0,1,0,0,1,6,0,9,0,1,0,3,0,0,42,2,2,0,1,0,0,0,2,0,1,1,4,3,3,2,0,0,5,23,8,1,5,3,0,7,0,0,5,0,0,0,0,0,5,4,0,8,0,0,0,1,0,2,7,1,1,5,1,24,2,0,0,0,Tin_woodsman_of_oz,B
2270,48,3,0,0,3,0,3,0,9,0,1,2,0,3,0,0,1,0,0,0,8,60,0,1,1,0,1,0,0,6,2,7,3,3,7,0,2,2,0,0,3,4,0,1,0,0,0,0,1,3,0,12,3,1,1,6,6,6,11,2,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,1,0,10,0,0,0,0,8,1,0,1,1,2,1,7,1,11,14,0,11,2,0,0,0,1,4,1,8,2,1,0,31,5,24,0,4,16,19,1,0,4,0,2,0,0,0,6,3,1,2,10,0,1,0,4,0,1,0,0,5,4,11,1,1,0,3,1,0,0,11,0,1,1,13,0,4,0,38,2,1,4,1,10,1,0,5,1,2,0,5,0,0,3,2,1,1,0,0,0,2,1,1,0,0,0,0,1,3,0,3,0,1,1,0,23,1,0,2,2,0,0,6,2,0,0,1,0,0,0,3,1,2,0,1,21,117,2,9,1,0,4,0,0,0,0,0,2,7,0,9,1,0,0,1,0,1,35,2,2,0,1,0,0,1,3,1,2,4,1,1,1,1,0,0,5,31,11,1,4,2,0,8,0,0,0,0,0,0,1,0,5,4,0,5,0,0,2,0,3,3,8,0,0,3,0,16,4,0,0,0,Tin_woodsman_of_oz,B
2271,32,1,0,0,2,0,2,0,9,0,1,2,1,0,0,1,5,0,0,0,1,70,0,4,0,1,0,0,0,4,1,19,7,2,8,2,5,1,0,0,3,4,0,0,0,0,0,0,0,1,0,9,3,2,0,5,11,4,7,0,0,0,5,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,2,0,0,1,0,14,0,0,0,1,9,0,0,1,9,0,1,9,3,5,11,0,19,1,0,0,0,2,5,1,15,3,1,0,37,7,22,1,2,9,11,0,0,4,2,0,0,0,0,6,6,1,1,13,0,1,0,2,0,1,0,0,2,1,12,1,0,0,1,0,0,0,9,0,1,0,12,2,6,0,36,1,0,11,2,4,1,0,6,4,0,0,1,0,0,3,3,4,2,0,0,1,0,1,0,0,2,1,0,1,4,1,0,0,1,0,0,18,1,0,0,1,0,0,13,3,0,1,0,0,0,1,3,1,3,0,6,26,87,8,5,0,6,6,0,0,0,0,0,1,8,0,11,2,0,1,2,0,0,43,1,0,0,4,0,0,0,2,0,0,2,2,2,4,1,0,0,2,19,8,2,5,3,0,7,0,0,3,0,0,0,0,0,6,4,0,7,0,0,0,1,0,5,10,0,0,0,1,23,3,0,0,0,Tin_woodsman_of_oz,B
2272,36,3,0,0,2,0,3,0,13,1,0,1,0,3,1,1,3,0,0,0,1,66,3,1,2,0,0,0,0,7,2,13,6,1,5,0,1,2,0,0,7,4,1,1,0,0,0,1,0,3,0,10,3,1,0,6,4,5,6,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,8,2,0,0,0,1,1,0,0,1,0,15,0,0,0,1,4,1,0,0,1,1,2,11,3,7,17,0,14,2,0,0,0,0,5,0,15,2,3,0,43,9,17,2,3,12,16,2,0,0,2,0,0,0,0,4,2,2,0,10,0,0,0,0,0,1,0,0,0,0,13,1,0,0,1,0,0,0,4,0,0,1,17,1,7,1,35,0,0,8,2,3,1,0,5,3,1,0,1,1,0,2,2,0,1,0,1,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,10,1,1,0,2,0,0,12,4,0,0,2,0,0,0,4,1,1,0,2,19,115,3,9,0,9,6,0,0,0,0,0,1,10,0,9,0,0,0,4,0,0,38,4,0,1,2,0,0,1,2,2,0,5,2,2,1,1,0,0,4,21,10,4,6,3,0,4,0,0,4,0,0,0,0,0,3,1,0,7,0,0,0,0,4,3,10,0,0,3,2,29,2,0,1,1,Tin_woodsman_of_oz,B
2273,43,3,1,0,0,0,4,0,8,1,2,0,2,1,1,1,3,0,0,0,4,73,1,1,0,3,0,0,0,5,1,16,7,1,4,0,1,1,0,0,0,5,1,2,1,1,0,0,0,1,0,8,4,3,0,7,4,3,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,1,1,0,2,9,1,0,0,2,1,1,11,4,5,16,0,15,2,0,0,0,1,6,1,5,3,3,0,40,5,23,0,3,11,17,0,1,1,0,0,0,1,0,4,7,1,2,14,0,2,0,4,0,0,0,1,2,1,10,0,0,1,5,0,0,0,4,0,1,1,9,1,8,0,32,2,0,9,1,6,1,0,5,1,1,0,3,0,0,2,0,1,0,0,1,1,1,1,2,0,2,0,0,1,3,1,2,0,1,1,0,11,2,1,1,0,0,0,17,2,0,0,0,0,0,1,3,1,0,0,4,25,108,8,8,0,7,3,0,0,0,0,0,0,13,0,6,1,1,0,1,0,0,49,3,0,1,1,0,0,1,0,0,0,1,4,4,1,0,0,0,1,17,7,4,6,2,2,7,0,0,3,0,0,0,0,0,4,2,0,7,0,0,0,0,2,2,10,0,1,2,0,27,6,0,1,0,Tin_woodsman_of_oz,B
2274,27,2,0,0,3,0,4,0,11,2,0,0,0,2,0,1,5,0,0,0,0,51,2,1,1,1,0,0,0,2,3,16,11,2,10,0,1,1,0,0,2,4,1,1,1,2,0,1,0,2,0,17,4,1,0,7,4,7,10,0,0,0,4,0,0,0,0,1,1,0,0,0,1,0,2,1,0,0,0,0,1,0,0,3,0,12,1,0,0,0,7,0,0,1,3,0,0,5,0,3,18,0,8,1,0,0,0,1,7,0,13,2,0,0,34,6,17,2,7,22,19,1,0,0,1,0,0,0,0,2,1,0,1,10,0,3,0,2,0,1,0,0,2,3,7,0,0,0,3,0,1,0,3,0,0,1,9,0,9,0,39,1,0,10,3,8,0,0,1,1,2,0,4,0,0,3,2,2,2,0,1,1,0,5,0,0,1,0,1,0,2,0,0,0,0,1,0,22,0,0,0,2,1,0,15,2,0,0,3,0,1,0,2,0,1,0,2,23,120,3,4,0,8,3,0,0,1,0,0,0,12,0,5,1,1,0,5,0,0,50,2,0,0,1,0,0,1,6,1,0,4,0,3,6,1,0,0,4,20,6,2,5,1,0,4,0,0,6,0,0,0,0,0,5,5,0,8,0,0,1,1,2,4,12,0,0,6,2,15,3,0,0,0,Tin_woodsman_of_oz,B
2275,40,1,0,0,2,0,1,3,7,0,1,0,0,2,1,0,3,0,0,0,2,62,2,3,0,1,0,0,0,5,2,15,8,1,3,0,4,3,0,0,3,7,0,4,0,1,0,0,0,2,0,16,5,2,1,10,6,5,6,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,0,2,0,0,3,0,13,1,0,0,0,1,0,1,1,1,1,0,10,3,7,17,0,13,1,0,0,0,1,8,0,8,3,1,0,31,4,27,1,5,13,19,2,0,2,1,0,0,0,0,2,2,1,1,5,0,2,0,2,0,2,0,1,3,1,15,0,0,0,2,0,0,0,8,0,1,1,10,1,5,0,38,1,1,8,1,3,1,0,4,1,0,0,2,0,0,8,2,1,3,0,3,3,1,2,0,0,1,1,1,0,1,1,1,0,1,0,0,17,1,0,1,0,0,0,20,2,0,0,0,0,0,0,2,3,2,0,4,21,81,1,7,0,6,3,0,0,1,0,0,1,16,0,8,0,2,3,3,0,0,47,2,1,0,0,0,0,0,2,2,0,4,1,4,3,1,0,0,8,21,9,0,4,3,0,9,0,0,4,0,0,0,0,0,3,2,0,5,0,0,0,0,1,5,15,0,2,5,1,27,1,0,0,0,Tin_woodsman_of_oz,B
2276,39,2,0,2,3,0,3,0,5,2,1,1,0,1,1,0,4,0,0,0,3,72,1,2,0,1,0,0,0,10,2,21,4,1,6,0,3,1,0,0,2,1,1,0,0,0,0,1,1,1,0,13,1,2,1,4,8,3,8,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2,0,19,0,0,0,0,7,0,0,0,3,0,2,8,0,6,16,0,8,3,0,0,0,0,14,1,13,0,2,1,29,2,25,2,3,5,19,2,0,5,4,2,0,0,0,4,1,1,1,10,0,3,0,2,0,1,0,0,0,4,9,0,1,0,1,0,0,0,11,0,0,1,5,0,4,0,38,1,0,9,0,10,1,0,3,3,0,0,2,0,0,3,2,2,2,0,2,1,0,2,0,0,1,0,1,0,3,0,0,0,1,1,1,13,1,0,3,1,0,0,13,1,0,1,3,0,0,0,4,1,0,0,3,14,113,4,7,1,6,5,0,0,1,0,0,1,5,0,6,0,0,1,2,0,0,55,2,0,0,2,0,0,1,2,1,0,1,3,5,1,1,0,0,2,17,7,2,7,3,0,7,0,0,6,0,0,0,1,0,4,3,0,5,0,0,0,0,1,4,12,0,0,3,1,32,2,0,0,0,Tin_woodsman_of_oz,B
2277,42,1,1,0,1,0,4,1,8,1,0,0,0,1,1,2,1,0,0,0,1,67,1,0,0,1,0,0,0,7,0,22,8,1,8,0,2,1,0,0,5,1,0,4,0,3,0,1,0,0,0,15,6,0,0,2,5,6,11,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,1,5,1,0,1,2,0,0,19,2,5,15,0,13,1,0,0,0,1,3,0,10,3,1,0,35,3,34,0,3,11,12,0,0,1,3,0,0,0,0,6,2,1,0,10,0,2,0,1,0,0,0,0,5,1,12,2,0,1,2,0,2,0,5,0,0,0,8,1,9,0,35,3,0,10,0,5,2,0,4,3,0,0,7,0,0,3,1,0,3,0,1,2,0,3,1,0,0,0,0,1,5,0,0,0,3,1,0,15,1,0,0,3,0,0,18,2,0,0,2,0,0,0,2,0,0,0,5,20,111,4,5,0,1,4,0,0,0,0,0,0,17,0,5,1,0,1,1,0,0,37,1,2,1,1,0,0,1,0,0,0,2,3,1,2,1,1,0,2,28,8,3,6,3,1,8,0,0,3,0,0,0,0,0,6,2,0,6,0,0,0,0,0,8,11,0,0,6,2,17,4,0,0,1,Tin_woodsman_of_oz,B
2278,44,3,0,2,1,0,1,0,10,0,1,0,0,1,1,2,3,0,0,0,0,58,2,2,0,2,2,0,0,18,0,14,10,3,8,0,1,0,0,0,1,3,0,2,0,2,0,1,0,2,0,13,6,2,0,4,3,4,6,0,0,0,5,0,1,0,0,0,0,0,0,0,3,2,2,1,0,0,0,0,0,0,0,1,0,17,1,0,0,0,3,2,2,0,1,0,4,12,1,13,14,0,14,1,0,0,0,0,8,1,9,2,2,0,29,5,18,0,1,19,21,1,0,2,2,2,0,1,0,4,5,3,4,4,0,1,0,4,1,0,1,0,2,1,20,1,0,0,0,0,0,0,6,0,0,0,11,1,8,0,26,3,0,3,1,8,2,0,5,0,0,0,2,0,1,2,3,6,0,0,0,1,1,2,1,0,0,0,1,1,1,0,2,0,2,0,1,11,0,0,0,1,0,0,5,4,0,0,0,0,0,0,1,0,1,0,3,18,104,3,4,1,10,3,0,0,0,0,0,1,12,0,5,1,2,0,0,0,0,50,0,1,1,1,0,0,1,4,1,0,2,2,0,4,5,0,0,3,24,7,1,4,2,0,6,0,0,3,0,0,0,0,0,3,2,0,5,0,0,0,0,1,8,13,0,1,6,1,29,6,0,0,0,Tin_woodsman_of_oz,B
2279,33,1,0,1,4,0,4,2,13,0,0,0,0,1,0,1,1,0,0,0,0,72,0,3,0,0,1,0,0,4,2,16,7,3,14,2,3,0,0,0,6,3,2,2,0,0,0,0,0,2,0,14,7,2,1,4,6,3,3,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,15,1,0,0,0,3,1,1,0,1,1,2,7,0,8,13,0,11,0,0,0,0,1,10,0,13,3,0,0,33,7,20,2,3,8,14,3,0,1,1,1,0,0,0,5,0,1,5,12,0,0,0,1,0,0,0,0,2,8,13,0,1,0,5,0,2,1,7,0,0,0,17,1,5,0,34,1,0,6,4,3,0,0,2,1,0,0,3,0,0,6,4,2,1,0,3,0,1,1,0,0,0,0,1,0,3,0,1,0,0,0,2,14,0,0,0,3,0,0,7,1,0,0,2,0,0,0,3,2,1,0,1,21,106,4,7,0,6,1,0,0,0,0,0,1,12,0,5,1,1,2,1,0,1,45,4,0,0,1,0,0,0,4,1,0,1,5,5,2,0,0,0,4,22,6,2,11,4,3,9,0,0,2,0,0,0,2,0,2,0,0,3,0,1,1,2,2,3,13,0,0,4,3,25,6,0,0,0,Tin_woodsman_of_oz,B
2280,32,3,1,0,1,0,2,1,12,0,1,0,0,3,0,0,2,0,0,0,1,55,2,1,0,0,1,0,0,5,2,16,4,4,6,0,2,0,0,0,3,4,0,2,0,1,0,0,0,4,0,14,5,1,0,3,6,4,6,0,0,0,0,0,0,1,0,1,1,0,0,1,1,1,3,1,1,0,0,1,0,0,0,1,0,15,0,0,0,0,6,1,0,0,2,0,2,15,2,6,13,0,7,1,0,0,0,2,4,2,19,3,3,0,43,7,23,0,2,9,15,2,0,0,1,0,0,1,0,4,3,2,0,13,0,2,0,2,1,0,1,0,1,2,13,0,0,0,2,0,0,0,4,0,2,2,8,1,5,0,25,0,1,5,3,7,4,0,4,5,1,0,8,0,0,2,1,0,4,0,3,0,0,1,2,0,1,0,0,0,2,0,0,0,1,0,0,18,3,0,0,2,0,1,15,3,0,1,0,0,0,0,1,0,1,1,4,19,115,2,8,1,7,5,0,0,0,0,0,0,11,0,6,2,0,2,1,0,0,45,1,1,0,3,0,0,0,1,0,0,2,3,2,3,2,0,0,4,20,9,6,6,4,1,5,0,0,2,0,0,0,0,0,3,1,0,12,0,0,1,1,0,6,16,0,2,5,2,21,4,0,0,0,Tin_woodsman_of_oz,B
2281,40,1,0,2,4,0,0,0,5,0,0,0,0,0,1,2,2,0,0,0,2,63,1,4,1,0,0,1,0,8,2,17,6,0,7,1,3,0,0,0,1,4,0,3,0,0,0,1,0,0,0,7,5,1,0,4,2,5,3,2,0,0,3,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,2,0,13,0,0,0,0,11,0,0,1,2,0,5,8,2,10,14,0,11,2,0,0,0,2,7,0,12,5,1,0,38,5,25,0,7,12,21,2,0,3,0,0,0,2,0,5,2,0,2,9,0,0,0,2,0,0,0,0,1,1,7,0,0,0,2,0,2,0,12,0,0,1,10,1,2,0,33,1,1,7,1,3,5,0,6,1,1,0,1,0,0,6,3,1,2,0,3,2,0,5,0,0,1,0,0,0,6,0,1,0,1,0,3,13,0,0,1,1,1,0,8,2,0,1,2,0,0,0,2,1,0,0,1,17,115,7,3,1,4,5,0,0,0,0,0,0,13,0,15,1,0,1,1,0,0,43,1,5,0,1,0,0,0,3,2,0,2,3,4,1,3,0,0,2,18,12,2,5,2,0,2,0,0,2,0,0,0,0,1,3,2,0,7,0,0,2,0,1,3,18,0,1,8,1,18,9,0,1,0,Tin_woodsman_of_oz,B
